id,title,sentence,ARG0,PRED,ARG1,MOD-TIME,TAG,,,,,,,,,,,TAG MATCH,ARG0 MATCH,PRED MATCH,ARG1 MATCH
95,Eropa,"Benua ini adalah benua terkecil kedua setelah Australia dengan luas 10.180.000 km² sedangkan bila dihitung dari populasinya, benua ini terletak di urutan ketiga dengan populasi terbanyak (di bawah Asia, dan Afrika) dengan 742,5 juta jiwa pada tahun 2013 atau sama dengan seperdelapan penduduk dunia.",Benua ini,Luas,10.180.000 km²,,CORRECT,,95,Eropa,"Benua ini adalah benua terkecil kedua setelah Australia dengan luas 10.180.000 km² sedangkan bila dihitung dari populasinya, benua ini terletak di urutan ketiga dengan populasi terbanyak (di bawah Asia, dan Afrika) dengan 742,5 juta jiwa pada tahun 2013 atau sama dengan seperdelapan penduduk dunia.",Benua ini,Luas,10.180.000 km²,,CORRECT,,TRUE,TRUE,TRUE,TRUE
96,Eropa,"Penemuan terakhir di Monte Poggiolo, Italia, dari ribuan batuan buatan tangan yang ditanggal karbon sejauh 800.000 tahun lalu, memberikan sebuah bukti penting.",,,800.000 tahun,,INC-TEMPORAL,,96,Eropa,"Penemuan terakhir di Monte Poggiolo, Italia, dari ribuan batuan buatan tangan yang ditanggal karbon sejauh 800.000 tahun lalu, memberikan sebuah bukti penting.",,,800.000 tahun,,INC-TEMPORAL,,TRUE,TRUE,TRUE,TRUE
97,Eropa,"Sejak berakhirnya Perang Dunia II hingga Perang Dingin, Eropa terbagi kepada dua blok politik, dan ekonomi utama: negara-negara komunis di Eropa Timur, dan negara-negara kapitalis di Eropa Barat.",,,dua,,INC-NOT-ATTR,,97,Eropa,"Sejak berakhirnya Perang Dunia II hingga Perang Dingin, Eropa terbagi kepada dua blok politik, dan ekonomi utama: negara-negara komunis di Eropa Timur, dan negara-negara kapitalis di Eropa Barat.",,,dua,,INC-NOT-ATTR,,TRUE,TRUE,TRUE,TRUE
98,Eropa,"Eropa memiliki perkumpulan negara-negara Eropa yang dikenal sebagai Uni Eropa yang sekarang ini memiliki 27 negara anggota, dan masih terus berkembang.",Uni Eropa,Jumlah negara anggota,27,,CORRECT,,98,Eropa,"Eropa memiliki perkumpulan negara-negara Eropa yang dikenal sebagai Uni Eropa yang sekarang ini memiliki 27 negara anggota, dan masih terus berkembang.",Uni Eropa,Jumlah negara anggota,27,,CORRECT,,TRUE,TRUE,TRUE,TRUE
99,Eropa,Negara dengan hutan terkecil adalah Irlandia (8%) sedangkan negara dengan hutan terluas adalah Finlandia (72%).,Irlandia,Persentase hutan,8 %,,CORRECT,,99,Eropa,Negara dengan hutan terkecil adalah Irlandia (8%) sedangkan negara dengan hutan terluas adalah Finlandia (72%).,Irlandia,Persentase hutan,8 %,,CORRECT,,TRUE,TRUE,TRUE,TRUE
100,Eropa,Negara dengan hutan terkecil adalah Irlandia (8%) sedangkan negara dengan hutan terluas adalah Finlandia (72%).,Finlandia,Persentase hutan,72 %,,CORRECT,,100,Eropa,Negara dengan hutan terkecil adalah Irlandia (8%) sedangkan negara dengan hutan terluas adalah Finlandia (72%).,Finlandia,Persentase hutan,72 %,,CORRECT,,TRUE,TRUE,TRUE,TRUE
101,Organisasi Negara-Negara Pengekspor Minyak Bumi,"Indonesia keluar kembali pada tanggal 30 November 2016, akibat kebijakan OPEC untuk menurunkan produksi minyak Indonesia sebanyak 37.000 barel perhari, untuk menghentikan penurunan harga minyak.",Indonesia,Jumlah produksi,37.000 barel perhari,,CORRECT,,101,Organisasi Negara-Negara Pengekspor Minyak Bumi,"Indonesia keluar kembali pada tanggal 30 November 2016, akibat kebijakan OPEC untuk menurunkan produksi minyak Indonesia sebanyak 37.000 barel perhari, untuk menghentikan penurunan harga minyak.",Indonesia,Jumlah produksi minyak,37.000 barel perhari,,CORRECT,,TRUE,TRUE,FALSE,TRUE
102,Bali,"Di awal kemerdekaan Indonesia, pulau ini termasuk dalam Provinsi Sunda Kecil yang beribu kota di Singaraja, dan kini terbagi menjadi 3 provinsi: Bali, Nusa Tenggara Barat, dan Nusa Tenggara Timur.",,,3,,INC-NOT-ATTR,,,,,,,,,,,,,,
103,Bali,"Pulau Bali adalah bagian dari Kepulauan Sunda Kecil sepanjang 153 km dan selebar 112 km sekitar 3,2 km dari Pulau Jawa.",Pulau Bali,Panjang,153 km,,CORRECT,,,,,,,,,,,,,,
104,Bali,"Pulau Bali adalah bagian dari Kepulauan Sunda Kecil sepanjang 153 km dan selebar 112 km sekitar 3,2 km dari Pulau Jawa.",Pulau Bali,Lebar,"112 km sekitar 3,2 km",,CORRECT,,,,,,,,,,,,,,
105,Bali,Gunung Agung adalah titik tertinggi di Bali setinggi 3.148 m. Gunung berapi ini terakhir meletus pada Maret 1963.,Gunung Agung,Tinggi,3.148 m,,CORRECT,,,,,,,,,,,,,,
106,Bali,"Sekitar 30.000 tahun yang lalu, Gunung Batur meletus dan menghasilkan bencana yang dahsyat di bumi.",,,Sekitar 30.000 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
107,Bali,Adanya pegunungan tersebut menyebabkan Daerah Bali secara Geografis terbagi menjadi 2 (dua) bagian yang tidak sama yaitu Bali Utara dengan dataran rendah yang sempit dan kurang landai dan Bali Selatan dengan dataran rendah yang luas dan landai.,,,2,,INC-NOT-ATTR,,,,,,,,,,,,,,
108,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan datar,Persentase,0-2 %,,CORRECT,,,,,,,,,,,,,,
109,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan datar,Luas,122.652 ha,,CORRECT,,,,,,,,,,,,,,
110,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan bergelombang,Persentase,2-15 %,,CORRECT,,,,,,,,,,,,,,
111,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan bergelombang,Luas,118.339 ha,,CORRECT,,,,,,,,,,,,,,
112,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan curam,Persentase,15-40 %,,CORRECT,,,,,,,,,,,,,,
113,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan curam,Luas,190.486 ha,,CORRECT,,,,,,,,,,,,,,
114,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan sangat curam,Persentase,> 40 %,,CORRECT,,,,,,,,,,,,,,
115,Bali,"Kemiringan lahan Pulau Bali terdiri dari lahan datar (0-2%) seluas 122.652 ha, lahan bergelombang (2-15%) seluas 118.339 ha, lahan curam (15-40%) seluas 190.486 ha dan lahan sangat curam (>40%) seluas 132.189 ha.",Lahan sangat curam,Luas,132.189 ha,,CORRECT,,,,,,,,,,,,,,
116,Bali,"Provinsi Bali memiliki 4 (empat) buah danau yang berlokasi di daerah pegunungan, yaitu Danau Beratan atau Bedugul, Buyan, Tamblingan, dan Batur.",Provinsi Bali,Jumlah danau,4,,CORRECT,,,,,,,,,,,,,,
117,Bali,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,Jumlah kabupaten,8,,CORRECT,,,,,,,,,,,,,,
118,Bali,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,Jumlah kotamadya,1,,CORRECT,,,,,,,,,,,,,,
119,Bali,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,Jumlah kecamatan,55,,CORRECT,,,,,,,,,,,,,,
120,Bali,"Secara administratif Provinsi Bali terbagi atas 8 kabupaten, 1 kotamadya, 55 kecamatan, dan 701 desa/kelurahan.",Provinsi Bali,Jumlah desa/kelurahan,701,,CORRECT,,,,,,,,,,,,,,
121,Bali,"Kolonel I Gusti Ngurah Rai yang berusia 29 tahun, memimpin tentaranya dari wilayah timur Bali untuk melakukan serangan sampai mati pada pasukan Belanda yang bersenjata lengkap.",,,29 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
122,Bali,"Pada tahun 1946, Belanda menjadikan Bali sebagai salah satu dari 13 wilayah bagian dari Negara Indonesia Timur yang baru diproklamasikan, yaitu sebagai salah satu negara saingan bagi Republik Indonesia yang diproklamasikan dan dikepalai oleh Sukarno dan Hatta.",,,13,,INC-NOT-ATTR,,,,,,,,,,,,,,
123,Bali,"Serangan teroris telah terjadi pada 12 Oktober 2002, berupa serangan Bom Bali 2002 di kawasan pariwisata Pantai Kuta, menyebabkan sebanyak 202 orang tewas dan 209 orang lainnya cedera.",serangan Bom Bali 2002,Jumlah korban,202,,CORRECT,,,,,,,,,,,,,,
124,Bali,"Serangan teroris telah terjadi pada 12 Oktober 2002, berupa serangan Bom Bali 2002 di kawasan pariwisata Pantai Kuta, menyebabkan sebanyak 202 orang tewas dan 209 orang lainnya cedera.",serangan Bom Bali 2002,Jumlah korban,209,,CORRECT,,,,,,,,,,,,,,
125,Bali,Serangan Bom Bali 2005 juga terjadi tiga tahun kemudian di Kuta dan pantai Jimbaran.,,,tiga tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
126,Bali,"Penduduk Bali kira-kira sejumlah 4.236.983 jiwa (2019) dengan mayoritas 86,91% menganut agama Hindu.",Penduduk Bali,Jumlah populasi,4.236.983,,CORRECT,,,,,,,,,,,,,,
127,Bali,"Penduduk Bali kira-kira sejumlah 4.236.983 jiwa (2019) dengan mayoritas 86,91% menganut agama Hindu.",Penduduk Bali,Persentase,"86,91%",,CORRECT,,,,,,,,,,,,,,
128,Bali,"Agama lainnya adalah Islam (10,05%), Kristen Protestan (1,56%), Katolik (0,79%), Buddha (0,68%), Konghucu (0,01%), dan Kepercayaan (kurang dari 0,01%).",Kristen Protestan,Persentase,"1,56 %",,CORRECT,,,,,,,,,,,,,,
129,Bali,"Agama lainnya adalah Islam (10,05%), Kristen Protestan (1,56%), Katolik (0,79%), Buddha (0,68%), Konghucu (0,01%), dan Kepercayaan (kurang dari 0,01%).",Katolik,Persentase,"0,79 %",,CORRECT,,,,,,,,,,,,,,
130,Bali,"Agama lainnya adalah Islam (10,05%), Kristen Protestan (1,56%), Katolik (0,79%), Buddha (0,68%), Konghucu (0,01%), dan Kepercayaan (kurang dari 0,01%).",Buddha,Persentase,"0,68 %",,CORRECT,,,,,,,,,,,,,,
131,Bali,"Agama lainnya adalah Islam (10,05%), Kristen Protestan (1,56%), Katolik (0,79%), Buddha (0,68%), Konghucu (0,01%), dan Kepercayaan (kurang dari 0,01%).",Konghucu,Persentase,"0,01 %",,CORRECT,,,,,,,,,,,,,,
132,Bali,"Agama lainnya adalah Islam (10,05%), Kristen Protestan (1,56%), Katolik (0,79%), Buddha (0,68%), Konghucu (0,01%), dan Kepercayaan (kurang dari 0,01%).",Kepercayaan,Persentase,"kurang dari 0,01 %",,CORRECT,,,,,,,,,,,,,,
133,Bali,"Tiga dekade lalu, perekonomian Bali sebagian besar mengandalkan dan berbasis pada pertanian baik dari segi output dan kesempatan kerja.",,,Tiga,,INC-TEMPORAL,,,,,,,,,,,,,,
134,Bali,"Kini, Bali juga memiliki beberapa pusat wisata yang sarat edukasi untuk anak-anak seperti kebun binatang, museum tiga dimensi, taman bermain air, dan tempat penangkaran kura-kura.",,,tiga,,INC-ENT-NAME,,,,,,,,,,,,,,
135,Bali,"Baru-baru ini untuk melayani kebutuhan transportasi massal yang layak di pulau Bali diluncurkan Trans Sarbagita (Trans Denpasar, Badung, Gianyar, Tabanan) menggunakan bus besar dengan fasilitas AC dengan tarif Rp 3.500.","Trans Sarbagita (Trans Denpasar, Badung, Gianyar, Tabanan)",Harga,Rp 3.500,,CORRECT,,,,,,,,,,,,,,
136,Bali,Bali terhubung dengan pulau Jawa dengan layanan kapal feri yang menghubungkan Pelabuhan Gilimanuk di kabupaten Jembrana dengan Pelabuhan Ketapang di Kabupaten Banyuwangi yang lama tempuhnya sekitar 30 hingga 45 menit saja.,,,sekitar 30 hingga 45 menit,,INC-TEMPORAL,,,,,,,,,,,,,,
137,Bali,Penyeberangan ke Pulau Lombok melalui Pelabuhan Padangbai menuju Pelabuhan Lembar yang memakan waktu sekitar empat sampai lima jam lamanya tergantung cuaca.,,,sekitar empat sampai lima jam,,INC-TEMPORAL,,,,,,,,,,,,,,
138,Bali,"Berdasarkan hasil Pemilihan Umum Legislatif 2019, Bali mengirimkan sembilan anggota DPR ke DPR RI.",Bali,Jumlah anggota dewan,sembilan,2019,CORRECT,,,,,,,,,,,,,,
139,Bali,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",DPRD Bali,Jumlah kursi,55,,CORRECT,,,,,,,,,,,,,,
140,Bali,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",PDI-P,Jumlah kursi,33,,CORRECT,,,,,,,,,,,,,,
141,Bali,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",Partai Golkar,Jumlah kursi,8,,CORRECT,,,,,,,,,,,,,,
142,Bali,"Pada tingkat provinsi, DPRD Bali dengan 55 kursi tersedia dikuasai oleh PDI-P dengan 33 kursi, disusul Partai Golkar dengan 8 kursi, dan Partai Gerindra dengan 6 kursi.",Partai Gerindra,Jumlah kursi,6,,CORRECT,,,,,,,,,,,,,,
143,Bali,"Seni tari Bali pada umumnya dapat dikategorikan menjadi tiga kelompok, yaitu wali atau seni tari pertunjukan sakral, bebali atau seni tari pertunjukan untuk upacara dan juga untuk pengunjung dan balih-balihan atau seni tari untuk hiburan pengunjung.",Seni tari Bali,Jenis tarian,tiga,,CORRECT,,,,,,,,,,,,,,
144,Kota Athena,"Kota ini berpenduduk sekitar 700.000 jiwa namun bila dihitung dengan daerah metropolitannya, jumlah penduduknya adalah sekitar 3,5 juta jiwa.",Kota ini,Jumlah populasi,sekitar 700.000,,CORRECT,,,,,,,,,,,,,,
145,Kota Athena,"Kota ini berpenduduk sekitar 700.000 jiwa namun bila dihitung dengan daerah metropolitannya, jumlah penduduknya adalah sekitar 3,5 juta jiwa.",Kota ini,Jumlah populasi,"sekitar 3,5 juta",,CORRECT,,,,,,,,,,,,,,
146,Kota Athena,"Athena dilayani oleh Bandara Internasional Eleftherios Venizelos di Spata, sekitar 45 menit dengan taksi dari kota ke arah timur.",,,sekitar 45 menit,,INC-TEMPORAL,,,,,,,,,,,,,,
147,Afrika,Afrika adalah benua terbesar kedua di dunia dan kedua terbanyak penduduknya setelah Asia.,,,kedua,,INC-NOT-ATTR,,,,,,,,,,,,,,
148,Afrika,"Dengan luas wilayah 30.224.050 km² termasuk pulau-pulau yang berdekatan, Afrika meliputi 20,3% dari seluruh total daratan Bumi.",Afrika,Luas,30.224.050 km2,,CORRECT,,,,,,,,,,,,,,
149,Afrika,"Dengan 800 juta penduduk di 54 negara, benua ini merupakan tempat bagi sepertujuh populasi dunia.",benua ini,Jumlah populasi,800 juta,,CORRECT,,,,,,,,,,,,,,
150,Afrika,"Dengan 800 juta penduduk di 54 negara, benua ini merupakan tempat bagi sepertujuh populasi dunia.",,Jumlah negara,54,,INC-NOT-ATTR,,,,,,,,,,,,,,
151,Afrika,"Dengan populasi /1e9 round 1 miliar orang per tahun , benua ini menyumbang sekitar 16% dari populasi manusia dunia.",benua ini,Jumlah populasi,1 miliar,,CORRECT,,,,,,,,,,,,,,
152,Afrika,"Dengan populasi /1e9 round 1 miliar orang per tahun , benua ini menyumbang sekitar 16% dari populasi manusia dunia.",benua ini,Persentase,sekitar 16 %,,CORRECT,,,,,,,,,,,,,,
153,Afrika,"Benua ini juga berisi 54 negara berdaulat yang sepenuhnya diakui, sembilan wilayah dan dua negara dengan pengakuan terbatas atau tidak ada secara ""de facto"" independen.",Benua ini,Jumlah negara,54,,CORRECT,,,,,,,,,,,,,,
154,Afrika,"Benua ini juga berisi 54 negara berdaulat yang sepenuhnya diakui, sembilan wilayah dan dua negara dengan pengakuan terbatas atau tidak ada secara ""de facto"" independen.",,Jumlah wilayah,sembilan,,INC-NOT-ATTR,,,,,,,,,,,,,,
155,Afrika,"Benua ini juga berisi 54 negara berdaulat yang sepenuhnya diakui, sembilan wilayah dan dua negara dengan pengakuan terbatas atau tidak ada secara ""de facto"" independen.",,Jumlah negara,dua,,CORRECT,,,,,,,,,,,,,,
156,Afrika,"Afrika, khususnya pusat Afrika Timur, diterima secara luas sebagai tempat asal manusia dan klad Hominidae (kera besar), sebagaimana dibuktikan oleh penemuan hominid paling awal dan leluhur mereka serta yang kemudian yang telah berumur sekitar 7 juta tahun yang lalu, termasuk ""Sahelanthropus tchadensis"", ""Australopithecus africanus"", ""A. afarensis"", ""Homo erectus"", ""H. habilis"" dan ""H. ergaster"" - ""Homo sapiens"" yang paling awal (manusia modern), ditemukan di Ethiopia, sekitar 200.000 tahun yang lalu.",,,sekitar 7 juta tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
157,Afrika,"Afrika, khususnya pusat Afrika Timur, diterima secara luas sebagai tempat asal manusia dan klad Hominidae (kera besar), sebagaimana dibuktikan oleh penemuan hominid paling awal dan leluhur mereka serta yang kemudian yang telah berumur sekitar 7 juta tahun yang lalu, termasuk ""Sahelanthropus tchadensis"", ""Australopithecus africanus"", ""A. afarensis"", ""Homo erectus"", ""H. habilis"" dan ""H. ergaster"" - ""Homo sapiens"" yang paling awal (manusia modern), ditemukan di Ethiopia, sekitar 200.000 tahun yang lalu.",,,sekitar 200.000 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
158,Afrika,Afrika adalah tempat di mana garis evolusi kera menjadi berbeda dari protohuman tujuh juta tahun yang lalu.,,,tujuh juta tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
159,Afrika,Afrika merupakan satu-satunya benua yang ditinggali nenek moyang manusia hingga sekitar dua juta tahun lampau ketika Homo erectus berkembang ke luar Afrika menuju Eropa dan Asia.,,,sekitar dua juta tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
160,Afrika,"Lebih dari 1,5 juta tahun kemudian, populasi dari tiga benua itu mengikuti evolusi yang berlainan sehingga mereka menjadi spesis yang berbeda.",,,"Lebih dari 1,5 juta tahun",,INC-TEMPORAL,,,,,,,,,,,,,,
161,Afrika,"Lebih dari 1,5 juta tahun kemudian, populasi dari tiga benua itu mengikuti evolusi yang berlainan sehingga mereka menjadi spesis yang berbeda.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
162,Afrika,Afrika adalah yang terbesar dari ketiga benua di belahan selatan Bumi dan yang terbesar kedua setelah Asia dari semua benua.,,,ketiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
163,Afrika,"Luasnya kurang lebih 30,244,050 km (11,677,240 mil) termasuk kepulauan disekitarnya, meliputi 20.3% dari total daratan di bumi dan didiami lebih dari 800 juta manusia, atau sekitar sepertujuh populasi manusia di bumi.",,Persentase,20.3 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
164,Afrika,"Luasnya kurang lebih 30,244,050 km (11,677,240 mil) termasuk kepulauan disekitarnya, meliputi 20.3% dari total daratan di bumi dan didiami lebih dari 800 juta manusia, atau sekitar sepertujuh populasi manusia di bumi.",,Jumlah populasi,lebih dari 800 juta,,INC-NOT-ATTR,,,,,,,,,,,,,,
165,Afrika,"Dipisahkan dari Eropa oleh Laut Tengah, Afrika menyatu dengan Asia di ujung timur lautnya melalui Terusan Suez yang memiliki lebar 130 km.",Terusan Suez,Lebar,130 km,,CORRECT,,,,,,,,,,,,,,
166,Afrika,"Panjang garis pantainya 26.000 km (sebagai perbandingan, Eropa, yang memiliki luas 9.700.000 km² memiliki garis pantai 32.000 km.",,Panjang,26.000 km,,INC-NOT-ATTR,,,,,,,,,,,,,,
167,Afrika,"Panjang garis pantainya 26.000 km (sebagai perbandingan, Eropa, yang memiliki luas 9.700.000 km² memiliki garis pantai 32.000 km.",,Luas,9.700.000 km²,,INC-NOT-ATTR,,,,,,,,,,,,,,
168,Afrika,"Panjang garis pantainya 26.000 km (sebagai perbandingan, Eropa, yang memiliki luas 9.700.000 km² memiliki garis pantai 32.000 km.",,Panjang,32.000 km,,INC-NOT-ATTR,,,,,,,,,,,,,,
169,Afrika,"Mesir Kuno adalah salah satu peradaban besar pertama di dunia, yang berkembang di sepanjang sungai Nil yang perkasa lebih dari 5.000 tahun yang lalu.",,,lebih dari 5.000 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
170,Afrika,Kilimanjaro adalah gunung aktif yang mempunyai ketinggian 19.341 kaki (5.895 meter).,Kilimanjaro,Tinggi,19.341 kaki,,CORRECT,,,,,,,,,,,,,,
171,Afrika,Kilimanjaro adalah gunung aktif yang mempunyai ketinggian 19.341 kaki (5.895 meter).,Kilimanjaro,Tinggi,5.895 meter,,CORRECT,,,,,,,,,,,,,,
172,Afrika,"Afrika Sub-Sahara adalah wilayah yang paling tidak berhasil di dunia dalam mengurangi kemiskinan ($1,25 per hari); sekitar 50% penduduk hidup dalam kemiskinan pada tahun 1981 (200 juta orang), suatu angka yang meningkat menjadi 58% pada tahun 1996 sebelum turun menjadi 50% pada tahun 2005 (380 juta orang).",,Persentase,sekitar 50 %,tahun 1981,INC-NOT-ATTR,,,,,,,,,,,,,,
173,Afrika,"Afrika Sub-Sahara adalah wilayah yang paling tidak berhasil di dunia dalam mengurangi kemiskinan ($1,25 per hari); sekitar 50% penduduk hidup dalam kemiskinan pada tahun 1981 (200 juta orang), suatu angka yang meningkat menjadi 58% pada tahun 1996 sebelum turun menjadi 50% pada tahun 2005 (380 juta orang).",,Jumlah populasi,200 juta,tahun 1981,INC-NOT-ATTR,,,,,,,,,,,,,,
174,Afrika,"Afrika Sub-Sahara adalah wilayah yang paling tidak berhasil di dunia dalam mengurangi kemiskinan ($1,25 per hari); sekitar 50% penduduk hidup dalam kemiskinan pada tahun 1981 (200 juta orang), suatu angka yang meningkat menjadi 58% pada tahun 1996 sebelum turun menjadi 50% pada tahun 2005 (380 juta orang).",,Persentase,58 %,tahun 1996,INC-NOT-ATTR,,,,,,,,,,,,,,
175,Afrika,"Afrika Sub-Sahara adalah wilayah yang paling tidak berhasil di dunia dalam mengurangi kemiskinan ($1,25 per hari); sekitar 50% penduduk hidup dalam kemiskinan pada tahun 1981 (200 juta orang), suatu angka yang meningkat menjadi 58% pada tahun 1996 sebelum turun menjadi 50% pada tahun 2005 (380 juta orang).",,Jumlah populasi,380 juta,tahun 2005,INC-NOT-ATTR,,,,,,,,,,,,,,
176,Afrika,"Dari tahun 1995 hingga 2005, tingkat pertumbuhan ekonomi Afrika meningkat, rata-rata 5% pada tahun 2005.",,Persentase,5 %,tahun 2005,INC-NOT-ATTR,,,,,,,,,,,,,,
177,Afrika,Perbandingan nilai global Tausch berdasarkan World Values Survey memperoleh skala analisis faktor berikut: 1.,,,1,,INC-NOT-ATTR,,,,,,,,,,,,,,
178,Afrika,"Benua ini diyakini memiliki 90% kobalt, 90% platinum, 50% emas, 98% kromium, 70% tantalit, 64% mangan dan sepertiga dari uranium di dunia.",Benua ini,Persentase,90 %,,CORRECT,,,,,,,,,,,,,,
179,Afrika,"Benua ini diyakini memiliki 90% kobalt, 90% platinum, 50% emas, 98% kromium, 70% tantalit, 64% mangan dan sepertiga dari uranium di dunia.",Benua ini,Persentase,0.9,,CORRECT,,,,,,,,,,,,,,
180,Afrika,"Benua ini diyakini memiliki 90% kobalt, 90% platinum, 50% emas, 98% kromium, 70% tantalit, 64% mangan dan sepertiga dari uranium di dunia.",Benua ini,Persentase,98 %,,CORRECT,,,,,,,,,,,,,,
181,Afrika,"Benua ini diyakini memiliki 90% kobalt, 90% platinum, 50% emas, 98% kromium, 70% tantalit, 64% mangan dan sepertiga dari uranium di dunia.",Benua ini,Persentase,70 %,,CORRECT,,,,,,,,,,,,,,
182,Afrika,"Benua ini diyakini memiliki 90% kobalt, 90% platinum, 50% emas, 98% kromium, 70% tantalit, 64% mangan dan sepertiga dari uranium di dunia.",Benua ini,Persentase,64 %,,CORRECT,,,,,,,,,,,,,,
183,Afrika,"Republik Demokratik Kongo (DRC) memiliki 70% coltan dunia, mineral yang digunakan dalam produksi kapasitor tantalum untuk perangkat elektronik seperti telepon seluler.",Republik Demokratik Kongo (DRC),Persentase,70 %,,CORRECT,,,,,,,,,,,,,,
184,Afrika,DRC juga memiliki lebih dari 30% cadangan intan dunia.,DRC,Persentase,lebih dari 30 %,,CORRECT,,,,,,,,,,,,,,
185,Afrika,"Faktanya, krisis ketahanan pangan tahun 2008 yang terjadi di tengah krisis keuangan global telah mendorong 100 juta orang menjadi rawan pangan.",,Jumlah populasi,100 juta,,INC-NOT-ATTR,,,,,,,,,,,,,,
186,Afrika,Sekitar 50% orang Afrika adalah Kristen dan 35% lainnya Muslim.,Kristen,Persentase,35 %,,CORRECT,,,,,,,,,,,,,,
187,Afrika,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",,Persentase,"sekitar 15,2 persen",,INC-NOT-ATTR,,,,,,,,,,,,,,
188,Afrika,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",,Jumlah penderita HIV,lebih dari dua pertiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
189,Afrika,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",orang Afrika,Jumlah penderita HIV,sekitar 35 juta,,CORRECT,,,,,,,,,,,,,,
190,Afrika,"Meskipun benua itu adalah rumah bagi sekitar 15,2 persen populasi dunia, lebih dari dua pertiga dari total orang yang terinfeksi HIV di seluruh dunia - sekitar 35 juta orang - adalah orang Afrika, di antaranya 15 juta telah meninggal.",,Jumlah penderita HIV,15 juta,,INC-NOT-ATTR,,,,,,,,,,,,,,
