sentence_num,token,tag
3972,Pasar,NNP
3972,Modal,NNP
3972,dan,NNP
3972,Lembaga,NNP
3972,Keuangan,NNP
3972,Bapepam,NNP
3972,-,NNP
3972,LK,NNP
3972,menegaskan,VB
3972,",",Z
3972,Qatar,NNP
3972,Telecom,NNP
3972,QTel,NNP
3972,hanya,RB
3972,dapat,MD
3972,membeli,VB
3972,saham,NN
3972,publik,NN
3972,di,IN
3972,Indosat,NNP
3972,maksimal,JJ
3972,"8,2",CD
3972,persen,CD
3972,.,Z
3973,Ada,VB
3973,peraturan,NN
3973,sektoral,JJ
3973,yang,SC
3973,membatasi,VB
3973,itu,PR
3973,",",Z
3973,jadi,VB
3973,tidak,NEG
3973,bisa,MD
3973,lebih,RB
3973,dari,IN
3973,"8,2",CD
3973,persen,CD
3973,",",Z
3973,kata,VB
3973,Ketua,NNP
3973,Bapepam,NNP
3973,-,NNP
3973,LK,NNP
3973,",",Z
3973,Fuad,NNP
3973,Rahmany,NNP
3973,di,IN
3973,Jakarta,NNP
3973,",",Z
3973,Kamis,NNP
3973,.,Z
3974,Fuad,NNP
3974,menegaskan,VB
3974,QTel,NNP
3974,tidak boleh,RB
3974,melanggar,VB
3974,peraturan,NN
3974,sektor,NN
3974,telekomunikasi,NN
3974,yang,SC
3974,menetapkan,VB
3974,perusahaan asing,NN
3974,hanya,RB
3974,boleh,MD
3974,memiliki,VB
3974,49,CD
3974,persen,CD
3974,saham,NN
3974,perusahaan nasional,NN
3974,.,Z
3975,Kita,PRP
3975,harus,MD
3975,ikut,VB
3975,mengamankan,VB
3975,kebijakan,NN
3975,sektoral,JJ
3975,yang,SC
3975,terkait,VB
3975,kepentingan,NN
3975,nasional,JJ
3975,kata,VB
3975,-nya,PRP
3975,.,Z
3976,Dia,PRP
3976,mengatakan,VB
3976,",",Z
3976,berdasarkan,VB
3976,peraturan presiden,NN
3976,tentang,IN
3976,daftar,NN
3976,negatif,JJ
3976,investasi,NN
3976,",",Z
3976,perusahaan asing,NN
3976,hanya,RB
3976,boleh,MD
3976,memiliki,VB
3976,49,CD
3976,persen,CD
3976,saham,NN
3976,perusahaan nasional,NN
3976,.,Z
3977,Saat,NN
3977,ini,PR
3977,Qtel,NNP
3977,memiliki,VB
3977,"40,8",CD
3977,persen,CD
3977,saham,NN
3977,Indosat,NNP
3977,.,Z
3977,Karena,SC
3977,itu,PR
3977,mereka,PRP
3977,hanya,RB
3977,dapat,MD
3977,menambah,VB
3977,kepemilikan,NN
3977,-nya,PRP
3977,lagi,RB
3977,maksimal,JJ
3977,"8,2",CD
3977,persen,CD
3977,.,Z
3978,Menanggapi,VB
3978,adanya,NN
3978,kerja sama,NN
3978,antara,IN
3978,QTel,NNP
3978,dengan,IN
3978,pengusaha,NN
3978,nasional,JJ
3978,Rahmat,NNP
3978,Gobel,NNP
3978,",",Z
3978,yang,SC
3978,diduga,VB
3978,untuk,SC
3978,memperbesar,VB
3978,porsi,NN
3978,kepemilikan,NN
3978,Qtel,NNP
3978,lebih,RB
3978,dari,IN
3978,49,CD
3978,persen,CD
3978,di,IN
3978,Indosat,NNP
3978,",",Z
3978,Fuad,NNP
3978,mengakui,VB
3978,belum,NEG
3978,tahu,VB
3978,persis,JJ
3978,bentuk,NN
3978,kerja sama,NN
3978,di,IN
3978,antara,NN
3978,keduanya,CD
3978,.,Z
3979,Organisasi,NNP
3979,untuk,NNP
3979,Kerja,NNP
3979,sama,NNP
3979,Ekonomi,NNP
3979,dan,NNP
3979,Pembangunan,NNP
3979,OECD,NNP
3979,menawarkan,VB
3979,hubungan,NN
3979,kerja sama,NN
3979,ekonomi,NN
3979,yang,SC
3979,lebih,RB
3979,dalam,JJ
3979,dengan,IN
3979,Indonesia,NNP
3979,.,Z
3980,Kami,PRP
3980,mengusulkan,VB
3980,untuk,SC
3980,membangun,VB
3980,suatu,CD
3980,kerja sama,NN
3980,khusus,JJ
3980,yang,SC
3980,kami,PRP
3980,sebut,VB
3980,sebagai,IN
3980,',Z
3980,enhanced,FW
3980,engagement,FW
3980,",",Z
3980,kata,VB
3980,Sekjen,NNP
3980,OECD,NNP
3980,",",Z
3980,Angel,NNP
3980,Gurria,NNP
3980,usai,SC
3980,pertemuan,NN
3980,dengan,IN
3980,Menko,NNP
3980,Perekonomian,NNP
3980,/,Z
3980,Menkeu,NNP
3980,Sri,NNP
3980,Mulyani,NNP
3980,Indrawati,NNP
3980,di,IN
3980,Gedung,NNP
3980,Juanda,NNP
3980,Depkeu,NNP
3980,Jakarta,NNP
3980,",",Z
3980,Kamis,NNP
3980,.,Z
3981,Gurria,NNP
3981,menyebutkan,VB
3981,",",Z
3981,OECD,NNP
3981,mengusulkan,VB
3981,kerja sama,NN
3981,khusus,JJ
3981,dengan,IN
3981,5,CD
3981,negara,NN
3981,di mana,SC
3981,dimungkinkan,VB
3981,ke-5,CD
3981,negara,NN
3981,itu,PR
3981,dapat,MD
3981,menjadi,VB
3981,anggota,NN
3981,penuh,JJ
3981,OECD,NNP
3981,di,IN
3981,masa,NN
3981,yang,SC
3981,akan,MD
3981,datang,VB
3981,.,Z
3981,Kelima,CD
3981,negara,NN
3981,itu,PR
3981,adalah,VB
3981,Indonesia,NNP
3981,",",Z
3981,Brazil,NNP
3981,",",Z
3981,China,NNP
3981,",",Z
3981,India,NNP
3981,",",Z
3981,dan,CC
3981,Afrika,NNP
3981,Selatan,NNP
3981,.,Z
3982,Enhanced,FW
3982,engagement,FW
3982,merupakan,VB
3982,format,NN
3982,kerja sama,NN
3982,yang,SC
3982,lebih,RB
3982,fokus,NN
3982,namun,CC
3982,komprehensif,JJ
3982,yang,SC
3982,saling,RB
3982,menguntungkan,VB
3982,dalam,IN
3982,rangka,NN
3982,memperbaiki,VB
3982,kondisi ekonomi,NN
3982,global,JJ
3982,",",Z
3982,kata,VB
3982,Gurria,NNP
3982,.,Z
3983,Sementara,SC
3983,itu,PR
3983,Deputi,NNP
3983,Menko,NNP
3983,Perekonomian,NNP
3983,Bidang,NNP
3983,Kerja sama,NNP
3983,Internasional,NNP
3983,",",Z
3983,Mahendra,NNP
3983,Siregar,NNP
3983,mengatakan,VB
3983,",",Z
3983,dalam,IN
3983,pertemuan,NN
3983,dengan,IN
3984,Menko,NN
3984,Perekonomian,NN
3984,menyatakan,VB
3984,akan,MD
3984,melakukan,VB
3984,pendalaman,NN
3984,terhadap,IN
3984,fasilitas-fasilitas,NN
3984,yang,SC
3984,mungkin,MD
3984,diperoleh,VB
3984,Indonesia,NNP
3984,melalui,IN
3984,kerja sama,NN
3984,itu,PR
3984,",",Z
3984,dan,CC
3984,ingin,RB
3984,membicarakan,VB
3984,-nya,PRP
3984,dengan,IN
3984,menteri-menteri,NN
3984,yang,SC
3984,lain,JJ
3984,",",Z
3984,kata,VB
3984,Mahendra,NNP
3984,.,Z
3985,Menurut,IN
3985,dia,PRP
3985,",",Z
3985,Indonesia,NNP
3985,akan,MD
3985,fokus,NN
3985,kepada,IN
3985,kerja sama,NN
3985,ekonomi,NN
3985,-nya,PRP
3985,",",Z
3985,sementara,SC
3985,kemungkinan,NN
3985,menjadi,VB
3985,anggota,NN
3985,penuh,JJ
3985,OECD,NNP
3985,yang,SC
3985,saat,NN
3985,ini,PR
3985,mayoritas,NN
3985,-nya,PRP
3985,dari,IN
3985,negara maju,NN
3985,",",Z
3985,bukan,NEG
3985,merupakan,VB
3985,prioritas,NN
3985,.,Z
3986,Kita,PRP
3986,fokus,NN
3986,pada,IN
3986,program,NN
3986,kerja sama,NN
3986,ekonomi,NN
3986,-nya,PRP
3986,",",Z
3986,sementara,SC
3986,membership,FW
3986,akan,MD
3986,sambil lalu,RB
3986,saja,RB
3986,",",Z
3986,tegas,VB
3986,-nya,PRP
3986,.,Z
3987,Selama,IN
3987,kunjungan,NN
3987,-nya,PRP
3987,di,IN
3987,Indonesia,NNP
3987,pada,IN
3987,23,CD
3987,-,Z
3987,27,CD
3987,Juli,NNP
3987,2008,CD
3987,",",Z
3987,selain,IN
3987,mengadakan,VB
3987,pertemuan,NN
3987,dengan,IN
3987,Menko,NNP
3987,Perekonomian,NNP
3987,/,Z
3987,Menkeu,NNP
3987,",",Z
3987,Gurria,NNP
3987,juga,RB
3987,akan,MD
3987,mengadakan,VB
3987,pertemuan,NN
3987,resmi,JJ
3987,dengan,IN
3987,Presiden,NNP
3987,Susilo,NNP
3987,Bambang,NNP
3987,Yudhoyono,NNP
3987,dan,CC
3987,beberapa,CD
3987,pejabat negara,NN
3987,lain,JJ
3987,-nya,PRP
3987,.,Z
3988,Kurs,NN
3988,rupiah,NN
3988,terhadap,IN
3988,dolar,NN
3988,AS,NNP
3988,di,IN
3988,pasar,NN
3988,spot,NNP
3988,antar,IN
3988,bank,NN
3988,Jakarta,NNP
3988,",",Z
3988,kamis,NNP
3988,sore,NN
3988,naik,VB
3988,lima,CD
3988,poin,NN
3988,menjadi,VB
3988,Rp,SYM
3988,9.13,CD
3988,/,Z
3988,9.133,CD
3988,per,IN
3988,dolar,NN
3988,AS,NNP
3988,dibanding,VB
3988,sebelum,SC
3988,-nya,PRP
3988,Rp,SYM
3988,9.135,CD
3988,/,Z
3988,9.142,CD
3988,",",Z
3988,karena,SC
3988,pelaku,NN
3988,lokal,JJ
3988,kembali,VB
3988,membeli,VB
3988,rupiah,NN
3988,.,Z
3989,Pelaku,NN
3989,membeli,VB
3989,rupiah,NN
3989,terpicu,VB
3989,pernyataan,NN
3989,Dana,NNP
3989,Moneter,NNP
3989,Internasional,NNP
3989,International,NNP
3989,Moneter,NNP
3989,Fund,NNP
3989,/,Z
3989,IMF,NNP
3989,bahwa,SC
3989,pertumbuhan ekonomi,NN
3989,Indonesia,NNP
3989,masih,MD
3989,tetap,RB
3989,di,IN
3989,atas,NN
3989,angka,NN
3989,6,CD
3989,persen,CD
3989,",",Z
3989,kata,VB
3989,Analis,NNP
3989,valas,NNP
3989,PT,NNP
3989,Bank,NNP
3989,Himpunan,NNP
3989,Saudara,NNP
3989,Tbk,NNP
3989,",",Z
3989,Rully,NNP
3989,Nova,NNP
3989,di,IN
3989,Jakarta,NNP
3989,",",Z
3989,Kamis,NNP
3989,.,Z
3990,Sebelum,SC
3990,-nya,PRP
3990,otoritas,NN
3990,Moneter,NNP
3990,menyatakan,VB
3990,",",Z
3990,pertumbuhan ekonomi,NN
3990,Indonesia,NNP
3990,kuartal,NN
3990,ketiga,OD
3990,2008,CD
3990,diperkirakan,VB
3990,akan,MD
3990,melambat,VB
3990,dibanding,VB
3990,kuartal,NN
3990,kedua,OD
3990,2008,CD
3990,",",Z
3990,akibat,NN
3990,melambat,VB
3990,pertumbuhan ekonomi,NN
3990,global,JJ
3990,.,Z
3991,Rully,NNP
3991,Nova,NNP
3991,mengatakan,VB
3991,",",Z
3991,rupiah,NN
3991,mulai,VB
3991,menguat,VB
3991,sejak,IN
3991,pagi,NN
3991,hari,NN
3991,namun,CC
3991,kembali,VB
3991,tertekan,VB
3991,pada,IN
3991,siang hari,NN
3991,",",Z
3991,karena,SC
3991,pelaku,NN
3991,masih,MD
3991,ragu-ragu,JJ
3991,untuk,SC
3991,membeli,VB
3991,mata uang,NN
3991,Indonesia,NNP
3991,itu,PR
3991,lebih,RB
3991,lanjut,VB
3991,.,Z
3992,Namun,CC
3992,pukul,NN
3992,14.3,CD
3992,siang,NN
3992,rupiah,NN
3992,menguat,VB
3992,yang,SC
3992,mencapai,VB
3992,Rp,SYM
3992,9.12,CD
3992,per,IN
3992,dolar,NN
3992,AS,NNP
3992,",",Z
3992,namun,CC
3992,tidak,NEG
3992,bertahan,VB
3992,lama,JJ
3992,hingga,IN
3992,pukul,NN
3992,14.45,CD
3992,kembali,VB
3992,tertekan,VB
3992,hingga,SC
3992,mencapai,VB
3992,Rp,SYM
3992,9.136,CD
3992,per,IN
3992,dolar,NN
3992,AS,NNP
3992,.,Z
3993,Kenaikan,NN
3993,rupiah,NN
3993,itu,PR
3993,terjadi,VB
3993,ketika,SC
3993,pasar,NN
3993,akan,MD
3993,ditutup,VB
3993,",",Z
3993,aksi,NN
3993,beli,VB
3993,kembali,VB
3993,meningkat,VB
3993,",",Z
3993,sehingga,SC
3993,rupiah,NN
3993,mendekati,VB
3993,angka,NN
3993,Rp,SYM
3993,9.128,CD
3993,per,IN
3993,dolar,NN
3993,AS,NNP
3993,dan,CC
3993,akhir,RB
3993,-nya,PRP
3993,ditutup,VB
3993,pada,IN
3993,angka,NN
3993,Rp,SYM
3993,9.13,CD
3993,per,IN
3993,dolar,NN
3993,AS,NNP
3993,",",Z
3993,tutur,VB
3993,-nya,PRP
3993,.,Z
3994,Gejolak,NN
3994,rupiah,NN
3994,terhadap,IN
3994,dolar,NN
3994,AS,NNP
3994,",",Z
3994,lanjut,VB
3994,dia,PRP
3994,",",Z
3994,karena,SC
3994,pelaku,NN
3994,masih,MD
3994,memfokuskan,VB
3994,perhatian,NN
3994,terhadap,IN
3994,pertumbuhan ekonomi,NN
3994,dunia,NN
3994,",",Z
3995,namun,CC
3995,pertumbuhan ekonomi,NN
3995,Asia,NNP
3995,khusus,JJ
3995,-nya,PRP
3995,Cina,NNP
3995,dan,CC
3995,India,NNP
3995,tumbuh,VB
3995,sangat,RB
3995,signifikan,JJ
3995,.,Z
3996,Ia,PRP
3996,mengatakan,VB
3996,",",Z
3996,peluang,NN
3996,rupiah,NN
3996,untuk,SC
3996,bisa,MD
3996,naik,VB
3996,hingga,IN
3996,di,IN
3996,posisi,NN
3996,Rp,SYM
3996,9.1,CD
3996,per,IN
3996,dolar,NN
3996,AS,NNP
3996,sebenarnya,RB
3996,masih,MD
3996,besar,JJ
3996,",",Z
3996,tinggal,VB
3996,menunggu,VB
3996,waktu,NN
3996,untuk,SC
3996,mencapai,VB
3996,ke,IN
3996,arah,NN
3996,sana,PR
3996,.,Z
3997,Kami,PRP
3997,optimis,NN
3997,dengan,IN
3997,kondisi,NN
3997,pasar,NN
3997,yang,SC
3997,stabil,JJ
3997,dan,CC
3997,minat,NN
3997,investasi,NN
3997,asing,JJ
3997,di,IN
3997,pasar,NN
3997,domestik,JJ
3997,yang,SC
3997,meningkat,VB
3997,rupiah,NN
3997,akan,MD
3997,bisa,MD
3997,mencapai,VB
3997,level,NN
3997,Rp,SYM
3997,9.1,CD
3997,per,IN
3997,dolar,NN
3997,AS,NNP
3997,",",Z
3997,ucap,VB
3997,-nya,PRP
3997,.,Z
3998,Pemerintah,NN
3998,mengusulkan,VB
3998,pengenaan,NN
3998,pajak penjualan,NN
3998,atas,IN
3998,barang mewah,NN
3998,PPnBM,NN
3998,maksimal,JJ
3998,sebesar,JJ
3998,200,CD
3998,persen,CD
3998,",",Z
3998,atau,CC
3998,jauh,JJ
3998,DI,IN
3998,ATAS,NN
3998,PPnBM,NN
3998,maksimal,JJ
3998,saat,NN
3998,ini,PR
3998,75,CD
3998,persen,CD
3998,",",Z
3998,demikian,PR
3998,salah satu,CD
3998,perubahan,NN
3998,yang,SC
3998,diajukan,VB
3998,pemerintah,NN
3998,dalam,IN
3998,draf,NN
3998,RUU,NNP
3998,Pajak,NNP
3998,Pertambahan,NN
3998,Nilai,NNP
3998,PPN,NN
3998,dan,CC
3998,PPnBM,NN
3998,.,Z
3999,Ini,PR
3999,akan,MD
3999,kita,PRP
3999,lihat,VB
3999,dahulu,NN
3999,",",Z
3999,karena,SC
3999,kita,PRP
3999,tidak,NEG
3999,ingin,RB
3999,kemudian,CC
3999,semua,CD
3999,barang mewah,NN
3999,dikenakan,VB
3999,PPnBM,NN
3999,maksimal,JJ
3999,",",Z
3999,kata,VB
3999,Ketua,NNP
3999,Panja,NNP
3999,RUU,NNP
3999,PPN,NN
3999,dan,CC
3999,PPnBM,NN
3999,Vera,NNP
3999,Febyanthy,NNP
3999,di,IN
3999,Jakarta,NNP
3999,",",Z
3999,akhir pekan,NN
3999,ini,PR
3999,.,Z
4000,Ia,PRP
4000,mengatakan,VB
4000,",",Z
4000,pihak,NN
4000,-nya,PRP
4000,akan,MD
4000,meminta,VB
4000,masukan,NN
4000,dari,IN
4000,seluruh,CD
4000,stakeholder,FW
4000,terkait,VB
4000,usulan,NN
4000,itu,PR
4000,",",Z
4000,terutama,JJ
4000,pada,IN
4000,industri otomotif,NN
4000,mengingat,VB
4000,selama,IN
4000,ini,PR
4000,pengenaan,NN
4000,PPnBM,NN
4000,maksimal,JJ
4000,dikenakan,VB
4000,pada,IN
4000,kendaraan,NN
4000,beroda,VB
4000,empat,CD
4000,dengan,IN
4000,kapasitas,NN
4000,mesin,NN
4000,di,IN
4000,atas,NN
4000,3,CD
4000,CC,NND
4000,.,Z
4001,Ia,PRP
4001,juga,RB
4001,mengungkapkan,VB
4001,",",Z
4001,pihak,NN
4001,-nya,PRP
4001,kemungkinan,MD
4001,akan,MD
4001,mengusulkan,VB
4001,penerapan,NN
4001,kebijakan,NN
4001,PPnBM,NN
4001,secara,IN
4001,progresif,JJ
4001,sehingga,SC
4001,usulan,NN
4001,tersebut,PR
4001,tidak,NEG
4001,menekan,VB
4001,konsumsi,NN
4001,barang mewah,NN
4001,secara,IN
4001,langsung,RB
4001,.,Z
4002,Pmerintah,NN
4002,2008,CD
4002,menargetkan,VB
4002,penerimaan,NN
4002,negara,NN
4002,dari,IN
4002,PPN,NN
4002,dan,CC
4002,PPnBM,NN
4002,sebesar,JJ
4002,Rp,SYM
4002,"129,7",CD
4002,triliun,CD
4002,",",Z
4002,naik,VB
4002,"39,4",CD
4002,persen,CD
4002,dari,IN
4002,Rp,SYM
4002,"93,0",CD
4002,triliun,CD
4002,pada,IN
4002,2007,CD
4002,.,Z
4003,Sedangkan,CC
4003,realisasi,NN
4003,penerimaan,NN
4003,PPN,NN
4003,dan,CC
4003,PPnBM,NN
4003,hingga,IN
4003,semester,NN
4003,I,OD
4003,telah,MD
4003,mencapai,VB
4003,Rp,SYM
4003,"87,1",CD
4003,triliun,CD
4003,atau,CC
4003,sekitar,IN
4003,67,CD
4003,persen,CD
4003,dari,IN
4003,target,NN
4003,.,Z
4004,Kurs,NN
4004,rupiah,NN
4004,terhadap,IN
4004,dolar,NN
4004,AS,NNP
4004,di,IN
4004,pasar,NN
4004,spot,NNP
4004,antarbank,NN
4004,Jakarta,NNP
4004,",",Z
4004,Senin,NNP
4004,sore,NN
4004,naik,VB
4004,namun,CC
4004,masih,MD
4004,di,IN
4004,atas,NN
4004,angka,NN
4004,Rp,SYM
4004,9.1,CD
4004,per,IN
4004,dolar,NN
4004,AS,NNP
4004,",",Z
4004,karena,SC
4004,pelaku pasar,NN
4004,mengurangi,VB
4004,aksi,NN
4004,beli,VB
4004,terhadap,IN
4004,rupiah,NN
4004,",",Z
4004,mereka,PRP
4004,menunggu,VB
4004,data,NN
4004,indikator,NN
4004,ekonomi,NN
4004,AS,NNP
4004,yang,SC
4004,diperkirakan,VB
4004,membaik,VB
4004,.,Z
4005,Nilai,NN
4005,tukar,VB
4005,rupiah,NN
4005,terhadap,IN
4005,dolar,NN
4005,AS,NNP
4005,menjadi,VB
4005,Rp,SYM
4005,9.115,CD
4005,/,Z
4005,9.117,CD
4005,per,IN
4005,dolar,NN
4005,AS,NNP
4005,dibanding,VB
4005,penutupan,NN
4005,sebelum,SC
4005,-nya,PRP
4005,Rp,SYM
4005,9.136,CD
4005,/,Z
4005,9.137,CD
4005,atau,CC
4005,menguat,VB
4005,21,CD
4005,poin,NN
4005,.,Z
4006,Direktur,NNP
4006,Retail,NNP
4006,Banking,NNP
4006,PT,NNP
4006,Bank,NNP
4006,Mega,NNP
4006,Tbk,NNP
4006,",",Z
4006,Kostaman,NNP
4006,Thayib,NNP
4006,mengatakan,VB
4006,",",Z
4006,rupiah,NN
4006,agak,RB
4006,sulit,JJ
4006,untuk,SC
4006,bisa,MD
4006,mencapai,VB
4006,angka,NN
4006,Rp,SYM
4006,9.1,CD
4006,per,IN
4006,dolar,NN
4006,AS,NNP
4006,",",Z
4006,meski,SC
4006,peluang,NN
4006,untuk,SC
4006,arah ke,NN
4006,sana,PR
4006,cukup,RB
4006,besar,JJ
4006,",",Z
4006,namun,CC
4006,perlu,MD
4006,waktu,NN
4006,itu,PR
4006,bisa,MD
4006,mencapai,VB
4006,-nya,PRP
4006,.,Z
4007,Kami,PRP
4007,optimis,NN
4007,pasar,NN
4007,akan,MD
4007,tetap,RB
4007,memberikan,VB
4007,dukungan,NN
4007,",",Z
4007,sehingga,SC
4007,nilai tukar,NN
4007,rupiah,NN
4007,itu,PR
4007,bisa,MD
4007,mencapai,VB
4007,angka,NN
4007,tersebut,PR
4007,",",Z
4007,sekalipun,SC
4007,muncul,VB
4007,hambatan,NN
4007,untuk,SC
4007,menuju,VB
4007,ke,IN
4007,sana,PR
4007,",",Z
4007,kata,VB
4007,-nya,PRP
4007,.,Z
4008,Peluang,NN
4008,ekonomi,NN
4008,Indonesia,NNP
4008,untuk,SC
4008,tumbuh,VB
4008,di,IN
4008,atas,NN
4008,angka,NN
4008,6,CD
4008,persen,CD
4008,juga,RB
4008,masih,MD
4008,besar,JJ
4008,dengan,IN
4008,masuk,VB
4008,-nya,PRP
4008,investor,NN
4008,asing,JJ
4008,seperti,IN
4008,China,NNP
4008,",",Z
4008,Australia,NNP
4008,dan,CC
4008,Kawasan,NN
4008,Timur,NNP
4008,Tengah,NNP
4008,yang,SC
4008,mulai,VB
4008,aktif,JJ
4008,melirik,VB
4008,investasi,NN
4008,di,IN
4008,dalam negeri,NN
4008,",",Z
4008,ucap,VB
4008,-nya,PRP
4008,.,Z
4009,Kenaikan,NN
4009,rupiah,NN
4009,",",Z
4009,lanjut,VB
4009,dia,PRP
4009,juga,RB
4009,didukung,VB
4009,oleh,IN
4009,pertumbuhan ekonomi,NN
4009,yang,SC
4009,tetap,RB
4009,tumbuh,VB
4009,di,IN
4009,atas,NN
4009,enam,CD
4009,persen,CD
4009,dengan,IN
4009,memanfaatkan,VB
4009,pertumbuhan ekonomi,NN
4009,raksasa,NN
4009,Asia,NNP
4009,seperti,IN
4009,China,NNP
4009,dan,CC
4009,India,NNP
4009,.,Z
4010,Menko,NNP
4010,Perekonomian,NNP
4010,/,Z
4010,Menkeu,NNP
4010,Sri,NNP
4010,Mulyani,NNP
4010,Indrawati,NNP
4010,menilai,VB
4010,",",Z
4010,PT,NNP
4010,PLN,NNP
4010,lamban,JJ
4010,merespon,VB
4010,kebutuhan,NN
4010,listrik,NN
4010,di,IN
4010,berbagai,CD
4010,daerah,NN
4010,sehingga,SC
4010,menghambat,VB
4010,pertumbuhan ekonomi,NN
4010,di,IN
4010,daerah,NN
4010,.,Z
4011,Saya,PRP
4011,menganggap,VB
4011,bahwa,SC
4011,PLN,NNP
4011,terlalu,RB
4011,lamban,JJ
4011,dalam,IN
4011,merespon,VB
4011,kebutuhan,NN
4011,listrik,NN
4011,di,IN
4011,daerah-daerah,NN
4011,.,Z
4012,Ini,PR
4012,mungkin,MD
4012,termasuk,VB
4012,evaluasi,NN
4012,yang,SC
4012,harus,MD
4012,kita,PRP
4012,lihat,VB
4012,terutama,JJ
4012,dari,IN
4012,sisi,NN
4012,pemerintah,NN
4012,",",Z
4012,kata,VB
4012,Sri,NNP
4012,Mulyani,NNP
4013,dalam,IN
4013,sambutan,NN
4013,-nya,PRP
4013,ketika,SC
4013,menyaksikan,VB
4013,penandatanganan,NN
4013,perjanjian,NN
4013,kredit,NN
4013,antara,IN
4013,PLN,NNP
4013,dengan,IN
4013,sejumlah,CD
4013,bank,NN
4013,di,IN
4013,Jakarta,NNP
4013,",",Z
4013,Selasa,NNP
4013,.,Z
4013,Ia,PRP
4013,mencontohkan,VB
4013,",",Z
4013,salah satu,CD
4013,contoh,NN
4013,sulit,JJ
4013,-nya,PRP
4013,mendapatkan,VB
4013,listrik,NN
4013,terjadi,VB
4013,di,IN
4013,Manado,NNP
4013,Sulawesi,NNP
4013,Utara,NNP
4013,.,Z
4014,Gedung,NNP
4014,Keuangan,NNP
4014,Negara,NNP
4014,di,IN
4014,Manado,NNP
4014,yang,SC
4014,seharusnya,RB
4014,sudah,MD
4014,saya,PRP
4014,resmikan,VB
4014,karena,SC
4014,sudah,MD
4014,selesai,VB
4014,tapi,CC
4014,ternyata,VB
4014,listrik,NN
4014,-nya,PRP
4014,belum,NEG
4014,masuk,VB
4014,dan,CC
4014,harus,MD
4014,menunggu,VB
4014,6,CD
4014,sampai,SC
4014,9,CD
4014,bulan,NN
4014,",",Z
4014,kata,VB
4014,-nya,PRP
4014,.,Z
4015,Sri,NNP
4015,Mulyani,NNP
4015,tidak dapat,RB
4015,membayangkan,VB
4015,bagaimana,WH
4015,sulit,JJ
4015,-nya,PRP
4015,mendapatkan,VB
4015,listrik,NN
4015,di,IN
4015,daerah-daerah,NN
4015,yang,SC
4015,lebih,RB
4015,kecil,JJ
4015,dibanding,VB
4015,Manado,NNP
4015,.,Z
4016,Manado,NNP
4016,itu,PR
4016,merupakan,VB
4016,ibukota,NN
4016,Sulut,NNP
4016,",",Z
4017,saya,PRP
4017,tidak,NEG
4017,bisa,MD
4017,bayangkan,VB
4017,untuk,SC
4017,di,IN
4017,kota-kota,NN
4017,kecil,JJ
4017,lain,JJ
4017,-nya,PRP
4017,",",Z
4017,kata,VB
4017,-nya,PRP
4017,.,Z
4018,Ia,PRP
4018,meminta,VB
4018,seluruh,CD
4018,jajaran,NN
4018,direksi,NN
4018,dan,CC
4018,komisaris,NN
4018,PLN,NNP
4018,untuk,SC
4018,bekerja,VB
4018,lebih,RB
4018,responsif,JJ
4018,namun,CC
4018,dengan,IN
4018,tetap,RB
4018,memperhatikan,VB
4018,prinsip,NN
4018,kehati-hatian,NN
4018,.,Z
4019,Sri,NNP
4019,Mulyani,NNP
4019,menyebutkan,VB
4019,",",Z
4019,proyek,NN
4019,PLTU,NNP
4019,10,CD
4019,MW,NND
4019,merupakan,VB
4019,proyek,NN
4019,yang,SC
4019,dijamin,VB
4019,oleh,IN
4019,pemerintah,NN
4019,sehingga,SC
4019,setiap,CD
4019,kali,NN
4019,ada,VB
4019,penandatanganan,NN
4019,pembiayaan,NN
4019,proyek,NN
4019,itu,PR
4019,",",Z
4019,selalu,RB
4019,disaksikan,VB
4019,Menkeu,NNP
4019,.,Z
4020,Kurs,NN
4020,rupiah,NN
4020,terhadap,IN
4020,dolar,NN
4020,AS,NNP
4020,di,IN
4020,pasar,NN
4020,spot,NNP
4020,antar,IN
4020,bank,NN
4020,sesi,NN
4020,sore,NN
4020,turun,VB
4020,tajam,JJ
4020,menjadi,VB
4020,Rp,SYM
4020,9.287,CD
4020,/,Z
4020,9.29,CD
4020,per,IN
4020,dolar,NN
4020,AS,NNP
4020,dibanding,VB
4020,penutupan,NN
4020,hari,NN
4020,sebelum,SC
4020,-nya,PRP
4020,Rp,SYM
4020,9.276,CD
4020,/,Z
4020,9.285,CD
4020,atau,CC
4020,turun,VB
4020,11,CD
4020,poin,NN
4020,lebih,RB
4020,tinggi,JJ
4020,dibanding,VB
4020,penurunan,NN
4020,sesi,NN
4020,sebelum,SC
4020,-nya,PRP
4020,.,Z
4021,Para,DT
4021,pelaku pasar,NN
4021,cenderung,JJ
4021,meningkatkan,VB
4021,aksi,NN
4021,lepas,JJ
4021,rupiah,NN
4021,ketimbang,IN
4021,membeli,VB
4021,",",Z
4021,setelah,SC
4021,menguat,VB
4021,tajam,JJ
4021,mencapai,VB
4021,angka,NN
4021,Rp,SYM
4021,9.276,CD
4021,per,IN
4021,dolar,NN
4021,AS,NNP
4021,",",Z
4021,kata,VB
4021,Analis,NNP
4021,Valas,NNP
4021,PT,NNP
4021,Bank,NNP
4021,Himpunan,NNP
4021,Saudara,NNP
4021,",",Z
4021,Rully,NNP
4021,Nova,NNP
4021,di,IN
4021,Jakarta,NNP
