source,sentence,ARG0,PRED,ARG1,TAG,NUM_CATEGORY
News,"Pada menit ke-19, Komang Teguh menggandakan kedudukan menjadi 2-0.",Komang Teguh,jumlah menjadi,2-0,INCORRECT,CRD
News,"Di menit ke-33, gol Muhammad Fajar menutup babak pertama dengan skor 3-0.",gol Muhammad Fajar,jumlah skor,3-0,INCORRECT,CRD
News,"Rencananya, operasi pasar bakal terus dilakukan secara berkala sampai harga kedua komoditas tersebut bisa stabil.",operasi pasar,jumlah harga,kedua,INCORRECT,CRD
News,Liverpool mengeluarkan sekitar 174 juta pound sterling di musim panas ini untuk empat pemain.,Liverpool,jumlah pound sterling di musim panas ini,sekitar 174 juta,CORRECT,CRD
News,Liverpool mengeluarkan sekitar 174 juta pound sterling di musim panas ini untuk empat pemain.,Liverpool,jumlah pemain,empat,CORRECT,CRD
News,"Dari keempat pemain tersebut, dua merupakan pemain gelandang sementara dua lainnya adalah penyerang dan kiper.",pemain gelandang,jumlah lainnya,dua,INCORRECT,CRD
News,Alisson yang didatangkan dengan biaya 65 juta pound dan memecahkan rekor kiper termahal dipastikan bakal jadi penjaga gawang utama.,Alisson,biaya,65 juta pound,CORRECT,QTY
News,"Joe Gomez bermain di peran tersebut, sebagai bek tengah, dia mengombinasikan banyak hal yang tak Anda temukan di bursa transfer, jadi saya tak melihat ada kebutuhan untuk membeli saat ini,"" kata Klopp dikutip Sky Sports ""Tapi dengan 12 hari lagi di bursa transfer, banyak hal bisa terjadi.",hal,hari lagi di bursa,12 hari,INCORRECT,QTY
News,"REPUBLIKA.CO.ID, PADANG -- Empat pemuda di Tanah Datar, Sumatra Barat terpaksa mendekam di balik jeruji besi setelah gagal menjual kambing-kambing hasil curian.",REPUBLIKA.CO.ID,jumlah pemuda di Tanah Datar,Empat,INCORRECT,CRD
News,"Keempatnya, yakni RW (18 tahun), J (21), AF (17), dan OP (20) ditangkap jajaran polisi Sat Reskrim Polres Tanah Datar di sebuah pasar pada Ahad (29/7) pagi.",RW,jumlah J,21,INCORRECT,CRD
News,"Keempatnya, yakni RW (18 tahun), J (21), AF (17), dan OP (20) ditangkap jajaran polisi Sat Reskrim Polres Tanah Datar di sebuah pasar pada Ahad (29/7) pagi.",RW,jumlah AF,17,INCORRECT,CRD
News,"Keempatnya, yakni RW (18 tahun), J (21), AF (17), dan OP (20) ditangkap jajaran polisi Sat Reskrim Polres Tanah Datar di sebuah pasar pada Ahad (29/7) pagi.",RW,jumlah OP,20,INCORRECT,CRD
News,"Bersama tersangka, petugas juga mengamankan barang bukti berupa tiga ekor kambing yang diduga hasil curian senilai Rp 6 juta.",petugas,jumlah ekor,tiga,INCORRECT,CRD
News,"Bersama tersangka, petugas juga mengamankan barang bukti berupa tiga ekor kambing yang diduga hasil curian senilai Rp 6 juta.",petugas,hasil curian senilai,Rp 6 juta,INCORRECT,MON
News,Polisi juga mengamankan satu unit mobil yang digunakan para tersangka dalam menjalankan aksinya.,Polisi,jumlah unit mobil,satu,INCORRECT,CRD
News,"Kasat Reskrim Polres Tanah Datar, AKP Edwin, menjelaskan bahwa berdasarkan laporan para saksi, keempat pemuda tersebut melakukan aksinya pada Sabtu (28/7) malam.",Kasat Reskrim Polres Tanah Datar,jumlah pemuda tersebut,keempat,INCORRECT,CRD
News,"Pelaku mencuri tiga ekor kambing milik korban bernama Yusna Pita (43 tahun) seorang warga Nagari Taluak, Kecamatan Lintau Buo, Kabupaten Tanah Datar.",Pelaku,jumlah ekor,tiga,INCORRECT,CRD
News,"Pelaku mencuri tiga ekor kambing milik korban bernama Yusna Pita (43 tahun) seorang warga Nagari Taluak, Kecamatan Lintau Buo, Kabupaten Tanah Datar.",Pelaku,Yusna Pita,43 tahun,INCORRECT,QTY
News,"Baca juga, Dua Pertiga Tangkapan Nelayan Padang adalah Sampah Laut Apes bagi keempatnya, aksi 'nyolong' kambing tersebut ketahuan oleh dua orang warga yang tengah memancing di sebuah sungai dekat kandang kambing.",Dua Pertiga Tangkapan Nelayan Padang,jumlah warga,dua,INCORRECT,CRD
News,"Pemilik kambing lantas melaporkan pencurian tersebut kepada polisi dan tak sampai enam jam kemudian, keempat pelaku berhasil ditangkap.",pelaku,berhasil,enam jam,INCORRECT,QTY
News,"Pizarro, yang akan berusia 40 tahun pada bulan Oktober, telah menyepakati kontrak selama semusim dengan Bremen.",Pizarro,berusia,40 tahun,INCORRECT,QTY
News,"Pada musim lalu, Pizarro memperkuat Cologne dan mencetak satu gol dalam 16 pertandingan.",Pizarro,jumlah gol,satu,CORRECT,CRD
News,"Pada musim lalu, Pizarro memperkuat Cologne dan mencetak satu gol dalam 16 pertandingan.",Pizarro,jumlah pertandingan,16,CORRECT,CRD
News,"Dalam kariernya di Jerman, Pizarro telah memenangi enam gelar Bundesliga, enam gelar DFB-Pokal, dan satu gelar Piala Super Jerman.",Pizarro,jumlah gelar Bundesliga,enam,CORRECT,CRD
News,"Dalam kariernya di Jerman, Pizarro telah memenangi enam gelar Bundesliga, enam gelar DFB-Pokal, dan satu gelar Piala Super Jerman.",Pizarro,jumlah gelar DFB-Pokal,enam,CORRECT,CRD
News,"Dalam kariernya di Jerman, Pizarro telah memenangi enam gelar Bundesliga, enam gelar DFB-Pokal, dan satu gelar Piala Super Jerman.",Pizarro,jumlah gelar Piala Super Jerman,satu,CORRECT,CRD
News,"Jika tahun lalu ia bisa menjual 100 botol per hari, tahun ini jumlahnya berkurang sekitar 20 persen.",tahun lalu ia,botol per hari,100 botol,INCORRECT,QTY
News,"Pemasukan juga berkurang, dari tahun lalu sebesar Rp 11 juta per hari, tahun ini bisa kurang dari Rp 10 juta per hari.",Pemasukan,berkurang,Rp 11 juta,CORRECT,MON
News,"Pemasukan juga berkurang, dari tahun lalu sebesar Rp 11 juta per hari, tahun ini bisa kurang dari Rp 10 juta per hari.",Pemasukan,berkurang,Rp 10 juta,CORRECT,MON
News,"Nadi mengaku, sudah berjualan kue khas Betawi tersebut selama empat tahun.",Nadi,berjualan,empat tahun,INCORRECT,QTY
News,Jika dulu ia hanya mendapatkan uang sekitar Rp 300 ribu per akhir pekan.,dulu ia,mendapatkan,sekitar Rp 300 ribu,INCORRECT,MON
News,"Kini, pendapatannya meningkat menjadi meningkat menjadi Rp 500 ribu-Rp 600 ribu per akhir pekan.",pendapatannya,menjadi,Rp 500 ribu-Rp 600 ribu,INCORRECT,MON
News,"REPUBLIKA.CO.ID, TANJUNGPINANG -- Salah seorang mantan narapidana (napi) meminta pihak Rumah Tahanan Kota Tanjungpinang, Kepulauan Riau, mengembalikan uangnya puluhan juta rupiah yang telah dikeluarkan untuk mendapatkan ruangan di Blok Pulau Penyengat semasa menjalani hukuman.",REPUBLIKA.CO.ID,uangnya,puluhan juta rupiah,INCORRECT,MON
News,"Kepada kantor berita Antara , napi itu mengaku telah menyerahkan uang sebesar Rp 30 juta kepada oknum sipir Rutan Tanjungpinang agar tidak ditahan di Blok Bintan.",napi itu,menyerahkan,Rp 30 juta,INCORRECT,MON
News,"Ketika ada pandangan mengapa para tahanan kasus tipikor dibedakan tempatnya, Rony berdalih memang menempatkan mereka dalam satu tempat (beberapa kamar khusus tipikor).",Rony,jumlah tempat,satu,INCORRECT,CRD
News,"Sementara terkait fasilitas telepon dan internet, Rony membantah warga binaan yang  ingin mendapatkan fasilitas telepon dan internet dikenakan biaya puluhan juta rupiah.",Rony,biaya,puluhan juta rupiah,INCORRECT,MON
News,Rony juga membantah dugaan pungli sebesar Rp 500 ribu saat proses pemindahan napi yang dilakukan sepuluh hari sekali.,Rony,dugaan pungli sebesar,Rp 500 ribu,INCORRECT,MON
News,Rony juga membantah dugaan pungli sebesar Rp 500 ribu saat proses pemindahan napi yang dilakukan sepuluh hari sekali.,Rony,dilakukan,sepuluh hari,INCORRECT,QTY
News,JAKARTA - Komite Penyelenggaraan Asian Games 2018 (Inasgoc)  mengajak sebanyak 25.000 pelajar di DKI Jakarta menonton secara langsung pertandingan-pertandingan Asian Games 2018 secara gratis untuk turut memeriahkan pesta olahraga terbesar di Asia itu.,JAKARTA,jumlah pelajar di DKI Jakarta,25,INCORRECT,CRD
News,"Lebih lanjut Danny juga menyatakan bahwa persiapan penyelenggaraan Asian Games sampai saat ini sudah sebesar 98,56%.",Danny,persentase persiapan penyelenggaraan Asian Games sampai saat ini sudah sebesar,"98,56 %",INCORRECT,PRC
News,"Selain itu, pesta olahraga terbesar kedua di dunia ini juga akan melibatkan sebanyak 7.000 media, 30.000 relawan, dan diperkirakan akan disaksikan oleh 5 miliar penonton di seluruh dunia.",pesta olahraga terbesar,jumlah media,7,INCORRECT,CRD
News,"Selain itu, pesta olahraga terbesar kedua di dunia ini juga akan melibatkan sebanyak 7.000 media, 30.000 relawan, dan diperkirakan akan disaksikan oleh 5 miliar penonton di seluruh dunia.",pesta olahraga terbesar,jumlah 30.000 relawan,30,INCORRECT,CRD
News,"Selain itu, pesta olahraga terbesar kedua di dunia ini juga akan melibatkan sebanyak 7.000 media, 30.000 relawan, dan diperkirakan akan disaksikan oleh 5 miliar penonton di seluruh dunia.",pesta olahraga terbesar,disaksikan,5 miliar,INCORRECT,MON
News,"Setelah itu, 45 delegasi dari masing-masing Pengurus Cabang Nahdlatul Ulama (PCNU) se Jawa Timur memasukkan nama untuk menjadi bursa Ketua Tanfidziah PWNU Jatim.",delegasi,memasukkan,45 delegasi,INCORRECT,QTY
News,"Tiga nama langsung muncul, yakni KH Abdul Hakim mendapatkan 11 suara, KH Marzuqi Mustamar 30 suara, dan KH Abdul Nasir 4 suara.",KH Abdul Hakim,jumlah suara,11,CORRECT,CRD
News,"Tiga nama langsung muncul, yakni KH Abdul Hakim mendapatkan 11 suara, KH Marzuqi Mustamar 30 suara, dan KH Abdul Nasir 4 suara.",KH Abdul Hakim,jumlah suara,30,INCORRECT,CRD
News,"Tiga nama langsung muncul, yakni KH Abdul Hakim mendapatkan 11 suara, KH Marzuqi Mustamar 30 suara, dan KH Abdul Nasir 4 suara.",KH Abdul Hakim,jumlah KH Abdul Nasir,4,CORRECT,CRD
News,"Jakarta, CNN Indonesia -- Sejak akhir pekan lalu wilayah udara Australia bagian utara dibanjiri pilot dan jet-jet tempur yang berasal dari 16 negara.",Jakarta,jumlah negara,16,INCORRECT,CRD
News,Pitch Black ini digelar saban dua tahun sekali yang kali pertama digelar pada 1990 silam.,Pitch Black ini,saban,dua tahun,INCORRECT,QTY
News,"Kini usai laga final Liga Champions yang membawa Madrid juara tiga kali berurut-turut , Ronaldo akan meninggalkan Santiago Bernabeu kembali marak beredar.",Ronaldo,jumlah kali,tiga,INCORRECT,CRD
News,Nyatanya hingga musim berakhir dan Ronaldo berhasil membawa Madrid juara dengan 15 golnya sepanjang di Liga Champions gaji tersebut tidak pernah naik.,Ronaldo,jumlah golnya sepanjang di Liga Champions gaji tersebut,15,INCORRECT,CRD
News,Ronaldo meminta gajinya minimal 45 juta euro per musim atau 5 juta euro lebih tinggi dari yang didapatkan Lionel Messi bersama Barcelona.,Ronaldo,gajinya minimal,45 juta euro,CORRECT,MON
News,Ronaldo meminta gajinya minimal 45 juta euro per musim atau 5 juta euro lebih tinggi dari yang didapatkan Lionel Messi bersama Barcelona.,Ronaldo,euro per musim,5 juta euro,INCORRECT,MON
News,"Ronaldo bersedia membayar 14 juta euro (Rp 226,35 miliar) untuk menyelesaikan masalah pajaknya.",Ronaldo,membayar,14 juta euro,CORRECT,MON
News,"Ronaldo bersedia membayar 14 juta euro (Rp 226,35 miliar) untuk menyelesaikan masalah pajaknya.",Ronaldo,euro,"Rp 226,35 miliar",INCORRECT,MON
News,"Namun, dinas pajak Spanyol meminta bayaran penuh, yaitu mencapai 28 juta euro (Rp 452,71 miliar).",dinas pajak Spanyol,mencapai,28 juta euro,INCORRECT,MON
News,"Namun, dinas pajak Spanyol meminta bayaran penuh, yaitu mencapai 28 juta euro (Rp 452,71 miliar).",dinas pajak Spanyol,euro,"Rp 452,71 miliar",INCORRECT,MON
News,"REPUBLIKA.CO.ID, JAKARTA -- Pemerintah menyiapkan tujuh ruas tol yang akan beroperasi pada mudik Lebaran 2018 untuk membantu kelancaran arus lalu lintas.",REPUBLIKA.CO.ID,jumlah ruas tol,tujuh,INCORRECT,CRD
News,"Hal itu karena elevasinya berada di ketinggian dan di antara dua bukit. """,Hal itu karena elevasinya,jumlah berada,dua,INCORRECT,CRD
News,"Tujuh ruas tol baru yang akan digunakan baik normal maupun fungsional adalah ruas Tol Solo-Ngawi Seksi Kartosuro-Simpang Susun (SS) Sragen sepanjang 36 kilometer (km), Tol Bogor Ring Road Seksi 2B Kedung Badak-Simpang Yasmin (2 km), dan Tol Medan-Kualanamu-Tebing Tinggi (MKTT) Seksi 1 SS Tanjung Morawa-SS Parbarakan (10,75 km).",ruas tol baru,ruas Tol Solo-Ngawi Seksi Kartosuro-Simpang Susun,36 kilometer ( km,INCORRECT,QTY
News,"Tujuh ruas tol baru yang akan digunakan baik normal maupun fungsional adalah ruas Tol Solo-Ngawi Seksi Kartosuro-Simpang Susun (SS) Sragen sepanjang 36 kilometer (km), Tol Bogor Ring Road Seksi 2B Kedung Badak-Simpang Yasmin (2 km), dan Tol Medan-Kualanamu-Tebing Tinggi (MKTT) Seksi 1 SS Tanjung Morawa-SS Parbarakan (10,75 km).",ruas tol baru,Tol Bogor Ring Road Seksi 2B Kedung Badak-Simpang Yasmin,2 km,INCORRECT,QTY
News,"Tujuh ruas tol baru yang akan digunakan baik normal maupun fungsional adalah ruas Tol Solo-Ngawi Seksi Kartosuro-Simpang Susun (SS) Sragen sepanjang 36 kilometer (km), Tol Bogor Ring Road Seksi 2B Kedung Badak-Simpang Yasmin (2 km), dan Tol Medan-Kualanamu-Tebing Tinggi (MKTT) Seksi 1 SS Tanjung Morawa-SS Parbarakan (10,75 km).",ruas tol baru,jumlah Seksi 1 SS Tanjung Morawa-SS Parbarakan,1,INCORRECT,CRD
News,"Tujuh ruas tol baru yang akan digunakan baik normal maupun fungsional adalah ruas Tol Solo-Ngawi Seksi Kartosuro-Simpang Susun (SS) Sragen sepanjang 36 kilometer (km), Tol Bogor Ring Road Seksi 2B Kedung Badak-Simpang Yasmin (2 km), dan Tol Medan-Kualanamu-Tebing Tinggi (MKTT) Seksi 1 SS Tanjung Morawa-SS Parbarakan (10,75 km).",ruas tol baru,Seksi 1 SS Tanjung Morawa-SS Parbarakan,"10,75 km",INCORRECT,QTY
News,"TEMPO.CO Jakarta - Yulia Sveshnikova, 29 tahun, tak pernah menyangka hidupnya akan berubah 180 derajat.",TEMPO.CO Jakarta,berubah,180 derajat,INCORRECT,QTY
News,"Baca: Discover People, Fitur Baru Facebook untuk Cari Jodoh Cincin yang diperlihatkan Sveshnikova adalah cincin pertunangannya dengan Konstantin Scherbinin, 55 tahun, seorang miliarder dari Rusia.",Baca,cincin pertunangannya dengan Konstantin Scherbinin,55 tahun,INCORRECT,QTY
News,"Sveshnikova dipilih oleh Scherbinin, untuk menjadi ibu tiri dari enam anaknya dalam sebuah acara pencarian jodoh di televisi bernama 'Millionaire for Marriage' .",Sveshnikova,jumlah anaknya dalam sebuah acara pencarian jodoh di televisi,enam,INCORRECT,CRD
News,"freepik.com Scherbinin adalah jutawan minyak Rusia dan untuk mendapatkan hatinya, Sveshnikova harus bersaing dengan 2.000 peserta lain.",Sveshnikova,bersaing,2.000 peserta,INCORRECT,QTY
News,"Pada malam final pemilihan calon pasangan Scherbinin, yang disiarkan televisi nasional Rusia, Sveshnikova berhasil mengalahkan dua finalis lainnya, yakni Maria Praim, 30 tahun dan Anna Kim, 34 tahun.",Sveshnikova,mengalahkan,dua finalis,INCORRECT,QTY
News,"Pada malam final pemilihan calon pasangan Scherbinin, yang disiarkan televisi nasional Rusia, Sveshnikova berhasil mengalahkan dua finalis lainnya, yakni Maria Praim, 30 tahun dan Anna Kim, 34 tahun.",Sveshnikova,Maria Praim,30 tahun,INCORRECT,QTY
News,"Pada malam final pemilihan calon pasangan Scherbinin, yang disiarkan televisi nasional Rusia, Sveshnikova berhasil mengalahkan dua finalis lainnya, yakni Maria Praim, 30 tahun dan Anna Kim, 34 tahun.",Sveshnikova,Maria Praim,34 tahun,INCORRECT,QTY
News,"Baca: Tips Mencari Jodoh: Gunakan Aplikasi Hater Situs Daily dailymail.co.uk pada Rabu, 30 Mei 2018, mewartakan dua dari lima anak Scherbinin memilih Sveshnikova sebagai istri ke-enam ayah mereka.",Baca,jumlah anak Scherbinin,dua,INCORRECT,CRD
News,"Baca: Tips Mencari Jodoh: Gunakan Aplikasi Hater Situs Daily dailymail.co.uk pada Rabu, 30 Mei 2018, mewartakan dua dari lima anak Scherbinin memilih Sveshnikova sebagai istri ke-enam ayah mereka.",Baca,jumlah anak Scherbinin,lima,INCORRECT,CRD
News,"Mahathir pasti tahu, memotong gaji menteri 10 persen dari 13 orang menteri tentu tidak ada artinya.",Mahathir,jumlah orang menteri,13,INCORRECT,CRD
News,"Di catatan INDEF, utang luar negeri Indonesia kini mencapai 7000 triliun.",utang luar negeri Indonesia kini,mencapai,7000 triliun,CORRECT,MON
News,"Sementara Bank Indonesia menyebutkan utang luar negeri pada kuartal pertama tahun ini sebesar 387,5 dolar AS atau sekitar Rp5.425 triliun (kurs Rp14.000 per dolar AS).",Bank Indonesia,menyebutkan,dolar AS,INCORRECT,MON
News,"Sementara Bank Indonesia menyebutkan utang luar negeri pada kuartal pertama tahun ini sebesar 387,5 dolar AS atau sekitar Rp5.425 triliun (kurs Rp14.000 per dolar AS).",Bank Indonesia,dolar AS atau sekitar Rp5.425,sekitar Rp5.425 triliun,INCORRECT,MON
News,"Sementara Bank Indonesia menyebutkan utang luar negeri pada kuartal pertama tahun ini sebesar 387,5 dolar AS atau sekitar Rp5.425 triliun (kurs Rp14.000 per dolar AS).",Bank Indonesia,kurs Rp14.000 per dolar AS,dolar AS,INCORRECT,MON
News,"JAKARTA, KOMPAS.com - Selama Mei 2018, Bank Indonesia (BI) telah menaikkan suku bunga BI 7 Days Reverse Repo Rate sebanyak 2 kali masing-masing 25 basis points (bps).",JAKARTA,jumlah kali,2,INCORRECT,CRD
News,"JAKARTA, KOMPAS.com - Selama Mei 2018, Bank Indonesia (BI) telah menaikkan suku bunga BI 7 Days Reverse Repo Rate sebanyak 2 kali masing-masing 25 basis points (bps).",JAKARTA,jumlah basis points,25,INCORRECT,CRD
News,"Adapun untuk term repo, BI melakukan frekuensi lelang swap tiga kali seminggu.",BI,jumlah kali,tiga,INCORRECT,CRD
News,BI tetap menargetkan pertumbuhan kredit perbankan sampai akhir tahun masih sesuai target di kisaran 10 hingga 12 persen.,BI,persentase pertumbuhan kredit perbankan sampai akhir tahun masih sesuai target di kisaran,10 hingga 12 persen,CORRECT,PRC
News,"TEMPO.CO, Jakarta - PT Garuda Indonesia sudah menyiapkan skema lindung nilai (hedging) untuk menghadapi pelemahan nilai tukar rupiah terhadap dolar Amerika Serikat.",TEMPO.CO,tukar,rupiah,INCORRECT,MON
News,"TEMPO.CO, Jakarta - PT Garuda Indonesia sudah menyiapkan skema lindung nilai (hedging) untuk menghadapi pelemahan nilai tukar rupiah terhadap dolar Amerika Serikat.",TEMPO.CO,pelemahan nilai,dolar Amerika Serikat,INCORRECT,MON
News,"Menurut Pahala, skema lindung nilai dilakukan untuk dua komponen utama, yaitu bahan bakar dan biaya operasional yang harus dibayar dalam mata uang asing, seperti membayar sewa pesawat.",skema lindung nilai,dilakukan,dua komponen,INCORRECT,QTY
News,"Simak: Laba Bersih Garuda Indonesia Anjlok Jadi US$ 43,6 Juta Belakangan ini rupiah terus mengalami pelemahan terhadap dolar Amerika Serikat.",Juta Belakangan ini rupiah,Laba Bersih Garuda Indonesia Anjlok Jadi US,"US $ 43,6 Juta",INCORRECT,MON
News,"Simak: Laba Bersih Garuda Indonesia Anjlok Jadi US$ 43,6 Juta Belakangan ini rupiah terus mengalami pelemahan terhadap dolar Amerika Serikat.",Laba Bersih Garuda Indonesia Anjlok Jadi US,mengalami,rupiah,INCORRECT,MON
News,"Simak: Laba Bersih Garuda Indonesia Anjlok Jadi US$ 43,6 Juta Belakangan ini rupiah terus mengalami pelemahan terhadap dolar Amerika Serikat.",Laba Bersih Garuda Indonesia Anjlok Jadi US,pelemahan terhadap dolar Amerika Serikat,dolar Amerika Serikat,INCORRECT,MON
News,Sepanjang Mei ini rupiah bergerak di kisaran 13.900 hingga 14.000.,Mei ini rupiah,jumlah bergerak,14,INCORRECT,CRD
News,Posisi terendah rupiah terjadi pada 24 Mei di mana rupiah berada di level 14.205.,Mei di mana rupiah,berada,rupiah,INCORRECT,MON
News,Posisi terendah rupiah terjadi pada 24 Mei di mana rupiah berada di level 14.205.,Mei di mana rupiah,jumlah level,14.205,INCORRECT,CRD
News,"Perusahaan, lanjut Pahala, sudah menyiapkan strategi agar pendapatan tidak tergerus oleh pelemahan rupiah.",strategi agar pendapatan,pelemahan rupiah,rupiah,INCORRECT,MON
News,"Dalam laporan keuangan kuartal I 2018, cadangan lindung nilai arus kas Garuda Indonesia mencapai USD28,42 juta.",cadangan lindung nilai arus kas Garuda Indonesia,mencapai,"USD28,42 juta",CORRECT,MON
News,"Pada periode yang sama tahun sebelumnya cadangan lindung nilai arus kas mencapai USD 30,66 juta.",periode yang sama tahun sebelumnya cadangan lindung nilai arus kas,mencapai,"USD 30,66 juta",CORRECT,MON
News,"Sementara transaksi hedging yang dilakukan selama kuartal 1 2018 perusahaan mengalami rugi sebesar USD 2,23 juta.",transaksi hedging,mengalami,"USD 2,23 juta",INCORRECT,MON
News,"Pada kuartal I 2017 transaksi hedging Garuda mengalami untung sebesar USD 1,38 juta.",transaksi hedging Garuda,mengalami,"USD 1,38 juta",INCORRECT,MON
News,"""Rupiah yang melemah akan menaikkan biaya produksi kami,"" ucapnya singkat.",Rupiah,menaikkan,Rupiah,INCORRECT,MON
News,"Seperti dilansir dari Rushlane, Suzuki India nantinya dalam waktu dekat akan memperkenalkan Gixxer bermesin di atas 125 cc sebelum batas waktu April 2019.",Suzuki India nantinya dalam waktu dekat,cc,di atas 125,INCORRECT,MON
News,Kedua motor itu punya 2 varian Gixxer dan Gixxer SF.,motor itu,punya,Kedua motor,INCORRECT,QTY
News,Kedua motor itu punya 2 varian Gixxer dan Gixxer SF.,motor itu,jumlah varian Gixxer dan Gixxer SF,2,INCORRECT,CRD
News,"Keduanya dibekali rem cakram belakang berdimensi 240 milimeter, sedangkan cakram depan 266 mm.",Keduanya,jumlah milimeter,240,INCORRECT,CRD
News,"Keduanya dibekali rem cakram belakang berdimensi 240 milimeter, sedangkan cakram depan 266 mm.",Keduanya,cakram depan,266 mm,INCORRECT,QTY
News,"Keduanya masih menggunakan mesin berkapasitas 154,9 cc, satu silinder, dan berpendingin udara.",Keduanya,jumlah silinder,satu,CORRECT,CRD
News,"Dengan tenaga yang mampu dihasilkan sebesar 14,8 ps dan torsi 14 nm.",tenaga yang mampu,jumlah nm,14,INCORRECT,CRD
News,Tenaga disalurkan ke roda belakang dengan transmisi lima percepatan dan konsumsi bahan bakar 64 kilometer/liter untuk kedua model.,Tenaga,jumlah percepatan dan konsumsi bahan,lima,INCORRECT,CRD
News,Tenaga disalurkan ke roda belakang dengan transmisi lima percepatan dan konsumsi bahan bakar 64 kilometer/liter untuk kedua model.,Tenaga,bakar,64 kilometer/liter,INCORRECT,QTY
News,Tenaga disalurkan ke roda belakang dengan transmisi lima percepatan dan konsumsi bahan bakar 64 kilometer/liter untuk kedua model.,Tenaga,jumlah model,kedua,INCORRECT,CRD
News,"Dengan fitur tambahan yang diberikan, Suzuki Gixxer dibanderol dengan harga INR 88,699 atau sekitar Rp17,5 juta.",Suzuki Gixxer,"jumlah harga INR 88,699","sekitar Rp17,5 juta",INCORRECT,CRD
News,"Sedangkan Gixxer SF dibanderol INR 97,037 atau sekitar Rp19,1 juta dan versi MotoGP seharga INR 98,694 atau sekitar Rp19,5juta.",Gixxer SF,"INR 97,037","sekitar Rp19,1 juta",INCORRECT,MON
News,"Jakarta, CNN Indonesia -- Perusahaan Umum Badan Urusan Logistik (Perum Bulog) bersikukuh tak mau melaksanakan penugasan pemerintah atas impor beras jilid II sebanyak 500 ribu ton.",Jakarta,penugasan pemerintah atas impor beras jilid,500 ribu ton,INCORRECT,QTY
News,"Sementara data Bulog per 30 Mei 2018 menunjukkan bahwa realisasi pengadaan mencapai 1,4 juta ton.",realisasi pengadaan,mencapai,"1,4 juta ton",CORRECT,QTY
News,"Sebelumnya, Menteri Perdagangan Enggartiasto Lukita mengaku pemerintah telah menerbitkan lagi izin impor kedua bagi Bulog sebesar 500 ribu ton dengan tenggat hingga Juli mendatang.",pemerintah,Bulog sebesar,500 ribu ton,INCORRECT,QTY
News,"Dengan tambahan izin impor ini, artinya kuota beras impor tahun ini tercatat 1 juta ton.",artinya kuota beras impor tahun ini,tercatat,1 juta ton,INCORRECT,QTY
News,"Pada Januari lalu, pemerintah memutuskan mengimpor 500 ribu ton beras khusus dari Thailand dan Vietnam demi mengantisipasi harga beras yang tak kunjung turun.",pemerintah,beras khusus dari Thailand dan Vietnam,500 ribu ton,INCORRECT,QTY
News,"Puma, lanjut Gomez, menangkap perasaan ini lewat sepatu Defy, yang dibanderol 90 dollar AS atau Rp 1,25 juta.",Puma,dibanderol,90 dollar AS,INCORRECT,MON
News,"Puma, lanjut Gomez, menangkap perasaan ini lewat sepatu Defy, yang dibanderol 90 dollar AS atau Rp 1,25 juta.",Puma,dollar,"Rp 1,25 juta",INCORRECT,MON
News,"Direktur Utama First Travel Andika Surachman dijatuhi hukuman penjara 20 tahun dan istri Andika, Anniesa Hasibuan , dijatuhi hukuman penjara 18 tahun.",Direktur Utama First Travel Andika Surachman,hukuman penjara,20 tahun,INCORRECT,QTY
News,"Direktur Utama First Travel Andika Surachman dijatuhi hukuman penjara 20 tahun dan istri Andika, Anniesa Hasibuan , dijatuhi hukuman penjara 18 tahun.",Direktur Utama First Travel Andika Surachman,hukuman penjara,18 tahun,INCORRECT,QTY
News,"Selain itu, Direktur Keuangan sekaligus Komisaris First Travel, Siti Nuraida Hasibuan, dijatuhi hukuman penjara 15 tahun dan denda Rp 5 miliar.",Direktur Keuangan sekaligus Komisaris First Travel,hukuman penjara,15 tahun,INCORRECT,QTY
News,"Selain itu, Direktur Keuangan sekaligus Komisaris First Travel, Siti Nuraida Hasibuan, dijatuhi hukuman penjara 15 tahun dan denda Rp 5 miliar.",Direktur Keuangan sekaligus Komisaris First Travel,tahun dan denda,Rp 5 miliar,INCORRECT,MON
News,"Karena perbuatan mereka, sebanyak lebih dari 60.000 orang calon jemaah tidak diberangkatkan umrah dengan kerugian ditaksir mencapai Rp 905,33 miliar.",perbuatan mereka,jumlah orang calon jemaah,lebih dari 60.000,INCORRECT,CRD
News,"Karena perbuatan mereka, sebanyak lebih dari 60.000 orang calon jemaah tidak diberangkatkan umrah dengan kerugian ditaksir mencapai Rp 905,33 miliar.",perbuatan mereka,mencapai,"Rp 905,33 miliar",INCORRECT,MON
News,"Para calon jemaah tersebut telah membayar lunas biaya perjalanan umrah promo yang dibanderol dengan harga Rp 14,3 juta.",calon jemaah tersebut,harga,"Rp 14,3 juta",INCORRECT,MON
News,"Baca: Bos First Travel Sadar Biaya Rp 14,3 Juta Tak Cukup untuk Umrah First Travel menjanjikan calon jemaah diberangkatkan satu tahun setelah pembayaran dilunasi.",Baca,Bos First Travel Sadar Biaya,"Rp 14,3 Juta",INCORRECT,MON
News,"Baca: Bos First Travel Sadar Biaya Rp 14,3 Juta Tak Cukup untuk Umrah First Travel menjanjikan calon jemaah diberangkatkan satu tahun setelah pembayaran dilunasi.",Baca,diberangkatkan,satu tahun,INCORRECT,QTY
