sentence_num,token,tag
5340,Akhir,O
5340,Tahun,O
5340,",",O
5340,Rini,B-PER
5340,:,O
5340,Saya,O
5340,Mau,O
5340,Nyupir,O
5340,Sendiri,O
5340,dari,O
5340,Merak,B-GPE
5341,Rabu,B-DAT
5341,",",I-DAT
5341,4,I-DAT
5341,Juli,I-DAT
5341,2018,I-DAT
5341,12,B-TIM
5341,:,I-TIM
5341,40,I-TIM
5341,WIB,I-TIM
5342,Menteri,B-NOR
5342,BUMN,I-NOR
5342,Rini,B-PER
5342,Soemarno,I-PER
5342,menyapa,O
5342,dari,O
5342,dalam,O
5342,lokomotif,B-PRD
5342,ketika,O
5342,pelepasan,O
5342,mudik,O
5342,gratis,O
5342,BUMN,O
5342,di,O
5342,Stasiun,B-FAC
5342,Pasar,I-FAC
5342,Senen,I-FAC
5342,",",O
5342,Jakarta,B-GPE
5342,",",O
5342,Selasa,B-DAT
5342,",",I-DAT
5342,5,I-DAT
5342,Juni,I-DAT
5342,2018,I-DAT
5343,TEMPO,B-ORG
5343,",",O
5343,Menteri,B-NOR
5343,Badan,I-NOR
5343,Usaha,I-NOR
5343,Milik,I-NOR
5343,Negara,I-NOR
5343,(,O
5343,BUMN,B-NOR
5343,),O
5343,Rini,B-PER
5343,Soemarno,I-PER
5343,menargetkan,O
5343,Tol,B-FAC
5343,Trans,I-FAC
5343,Jawa,I-FAC
5343,Merak,I-FAC
5343,-,I-FAC
5343,Probolinggo,I-FAC
5343,dapat,O
5343,selesai,O
5343,pada,O
5343,akhir,O
5343,2018,B-DAT
5343,.,O
5344,"""",O
5344,Saya,O
5344,rencananya,O
5344,mau,O
5344,nyupir,O
5344,sendiri,O
5344,dari,O
5344,Merak,B-GPE
5344,ke,O
5344,sana,O
5344,",",O
5344,"""",O
5344,kata,O
5344,Rini,B-PER
5344,dalam,O
5344,sambutannya,O
5344,dalam,O
5344,acara,O
5344,ECGL,B-EVT
5344,Leadership,I-EVT
5344,Forum,I-EVT
5344,di,O
5344,Hotel,B-LOC
5344,Fairmont,I-LOC
5344,Jakarta,I-LOC
5344,",",O
5344,Rabu,B-DAT
5344,",",I-DAT
5344,4,I-DAT
5344,Juli,I-DAT
5344,2018,I-DAT
5344,.,O
5345,Sebelumnya,O
5345,Kepala,B-ORG
5345,Badan,I-ORG
5345,Pengatur,I-ORG
5345,Jalan,I-ORG
5345,Tol,I-ORG
5345,(,O
5345,BPJT,B-ORG
5345,),O
5345,",",O
5345,Herry,B-PER
5345,Trisaputra,I-PER
5345,Zuna,I-PER
5345,mengatakan,O
5345,pada,O
5345,2018,B-DAT
5345,ruas,O
5345,-,O
5345,ruas,O
5345,tol,O
5345,di,O
5345,pantura,B-GPE
5345,tersambung,O
5345,sepenuhnya,O
5345,",",O
5345,termasuk,O
5345,ruas,O
5345,tol,O
5345,ke,O
5345,arah,O
5345,timur,O
5345,sampai,O
5345,Probolinggo,B-GPE
5345,.,O
5346,"""",O
5346,Sampai,O
5346,akhir,O
5346,2018,B-DAT
5346,nanti,O
5346,",",O
5346,Tol,B-FAC
5346,Trans,I-FAC
5346,-,I-FAC
5346,Jawa,I-FAC
5346,sudah,O
5346,bisa,O
5346,tersambung,O
5346,tidak,O
5346,hanya,O
5346,sampai,O
5346,Surabaya,B-GPE
5346,.,O
5347,Tetapi,O
5347,sampai,O
5347,Probolinggo,B-GPE
5347,",",O
5347,"""",O
5347,katanya,O
5347,.,O
5348,Rini,B-PER
5348,mengatakan,O
5348,Tol,B-FAC
5348,Trans,I-FAC
5348,Jawa,I-FAC
5348,sebenarnya,O
5348,sudah,O
5348,dicanangkan,O
5348,sejak,O
5348,1996,B-DAT
5348,.,O
5349,Namun,O
5349,",",O
5349,Tol,B-FAC
5349,Trans,I-FAC
5349,Jawa,I-FAC
5349,tersebut,O
5349,belum,O
5349,pernah,O
5349,terhubung,O
5349,.,O
5350,"""",O
5350,Akhirnya,O
5350,kami,O
5350,ambil,O
5350,alih,O
5350,dari,O
5350,swasta,O
5350,waktu,O
5350,itu,O
5350,",",O
5350,kami,O
5350,beli,O
5350,kembali,O
5350,",",O
5350,dan,O
5350,kami,O
5350,berikan,O
5350,dana,O
5350,talangan,O
5350,untuk,O
5350,dibayar,O
5350,kembali,O
5350,oleh,O
5350,pemerintah,B-NOR
5350,",",O
5350,"""",O
5350,ucap,O
5350,dia,O
5350,.,O
5351,Ia,O
5351,juga,O
5351,menjelaskan,O
5351,dahulu,O
5351,pembuatan,O
5351,jalan,O
5351,tol,O
5351,harus,O
5351,menunggu,O
5351,anggaran,O
5351,pemerintah,B-NOR
5351,untuk,O
5351,pembebasan,O
5351,lahan,O
5351,.,O
5352,Ganjar,B-PER
5352,Pranowo,I-PER
5352,Beri,O
5352,Masukan,O
5352,Soal,O
5352,Rencana,O
5352,Tol,B-FAC
5352,Semarang,I-FAC
5352,-,I-FAC
5352,Yogya,I-FAC
5353,Rabu,B-DAT
5353,",",I-DAT
5353,4,I-DAT
5353,Juli,I-DAT
5353,2018,I-DAT
5353,11,B-TIM
5353,:,I-TIM
5353,57,I-TIM
5353,WIB,I-TIM
5354,TEMPO,B-ORG
5354,",",O
5354,Gubernur,B-NOR
5354,Jawa,I-NOR
5354,Tengah,I-NOR
5354,Ganjar,B-PER
5354,Pranowo,I-PER
5354,memberi,O
5354,masukan,O
5354,kepada,O
5354,pemerintah,B-NOR
5354,pusat,I-NOR
5354,terkait,O
5354,dengan,O
5354,rencana,O
5354,pembangunan,O
5354,Jalan,B-FAC
5354,Tol,I-FAC
5354,Semarang,I-FAC
5354,-,I-FAC
5354,Yogyakarta,I-FAC
5354,.,O
5355,Ide,O
5355,jalan,O
5355,tol,O
5355,dibangun,O
5355,melayang,O
5355,di,O
5355,atas,O
5355,lahan,O
5355,subur,O
5355,juga,O
5355,bagus,O
5355,",",O
5355,dan,O
5355,jangan,O
5355,sampai,O
5355,melalui,O
5355,jalur,O
5355,padat,O
5355,penduduk,O
5355,",",O
5355,karena,O
5355,ini,O
5355,biasanya,O
5355,yang,O
5355,membuat,O
5355,negosiasi,O
5355,agak,O
5355,alot,O
5355,",",O
5355,"""",O
5355,katanya,O
5355,di,O
5355,Semarang,B-GPE
5355,",",O
5355,Rabu,B-DAT
5355,",",I-DAT
5355,4,I-DAT
5355,Juli,I-DAT
5355,2018,I-DAT
5355,.,O
5356,Jalan,B-FAC
5356,Tol,I-FAC
5356,Semarang,I-FAC
5356,-,I-FAC
5356,Yogyakarta,I-FAC
5356,merupakan,O
5356,bagian,O
5356,dari,O
5356,Jalan,B-FAC
5356,Tol,I-FAC
5356,Trans,I-FAC
5356,-,I-FAC
5356,Jawa,I-FAC
5356,yang,O
5356,pembangunannya,O
5356,akan,O
5356,dimulai,O
5356,Kementerian,B-NOR
5356,Pekerjaan,I-NOR
5356,Umum,I-NOR
5356,dan,I-NOR
5356,Perumahan,I-NOR
5356,Rakyat,I-NOR
5356,pada,O
5356,2018,B-DAT
5356,.,O
5357,Jalan,B-FAC
5357,Tol,I-FAC
5357,Semarang,I-FAC
5357,-,I-FAC
5357,Yogyakarta,I-FAC
5357,terbagi,O
5357,menjadi,O
5357,dua,B-CRD
5357,ruas,O
5357,",",O
5357,yakni,O
5357,ruas,O
5357,Yogyakarta,B-GPE
5357,-,O
5357,Magelang,B-GPE
5357,dan,O
5357,Magelang,B-GPE
5357,-,O
5357,Bawen,B-GPE
5357,.,O
5358,Selain,O
5358,itu,O
5358,",",O
5358,Ganjar,B-PER
5358,berpesan,O
5358,pembangunan,O
5358,jalan,O
5358,tol,O
5358,sepanjang,O
5358,73,B-QTY
5358,.,I-QTY
5358,194,I-QTY
5358,kilometer,I-QTY
5358,itu,O
5358,memperhatikan,O
5358,aspek,O
5358,-,O
5358,aspek,O
5358,lingkungan,O
5358,agar,O
5358,pembebasan,O
5358,lahan,O
5358,berjalan,O
5358,lancar,O
5358,.,O
5359,Politikus,O
5359,Partai,B-NOR
5359,Demokrasi,I-NOR
5359,Indonesia,I-NOR
5359,Perjuangan,I-NOR
5359,itu,O
5359,mengungkapkan,O
5359,bahwa,O
5359,Pemerintah,B-NOR
5359,Provinsi,I-NOR
5359,Jawa,I-NOR
5359,Tengah,I-NOR
5359,menunggu,O
5359,keputusan,O
5359,pemerintah,O
5359,pusat,O
5359,ihwal,O
5359,desain,O
5359,dan,O
5359,detail,O
5359,engineering,O
5359,design,O
5359,Jalan,B-FAC
5359,Tol,I-FAC
5359,Semarang,I-FAC
5359,-,I-FAC
5359,Yogyakarta,I-FAC
5359,",",O
5359,tepatnya,O
5359,dari,O
5359,Bawean,B-GPE
5359,",",O
5359,Kabupaten,B-GPE
5359,Semarang,I-GPE
5359,",",O
5359,hingga,O
5359,Kabupaten,B-GPE
5359,Sleman,I-GPE
5359,",",O
5359,Provinsi,B-GPE
5359,Daerah,I-GPE
5359,Istimewa,I-GPE
5359,Yogyakarta,I-GPE
5359,.,O
5360,Menurut,O
5360,Ganjar,B-PER
5360,Pranowo,I-PER
5360,",",O
5360,pembangunan,O
5360,Jalan,B-FAC
5360,Tol,I-FAC
5360,Semarang,I-FAC
5360,-,O
5360,Yogyakarta,I-FAC
5360,akan,O
5360,menguntungkan,O
5360,sistem,O
5360,transportasi,O
5360,di,O
5360,Pulau,B-GPE
5360,Jawa,I-GPE
5360,",",O
5360,khususnya,O
5360,Provinsi,B-GPE
5360,Jawa,I-GPE
5360,Tengah,I-GPE
5360,",",O
5360,terutama,O
5360,untuk,O
5360,kelancaran,O
5360,arus,O
5360,lalu,O
5360,lintas,O
5360,.,O
5361,Hari,O
5361,Pertama,I-ORD
5361,Masuk,O
5361,Kerja,O
5361,",",O
5361,Taman,B-LOC
5361,Air,I-LOC
5361,Sabda,I-LOC
5361,Alam,I-LOC
5361,Masih,O
5361,diserbu,O
5361,Wisatawan,O
5362,TRIBUNJABAR,B-ORG
5362,.,I-ORG
5362,ID,I-ORG
5362,",",O
5362,GARUT,B-GPE
5362,-,O
5362,Taman,B-LOC
5362,Air,I-LOC
5362,Sabda,I-LOC
5362,Alam,I-LOC
5362,di,O
5362,Kecamatan,B-GPE
5362,Tarogong,I-GPE
5362,Kaler,I-GPE
5362,",",O
5362,Kabupaten,B-GPE
5362,Garut,I-GPE
5362,",",O
5362,masih,O
5362,menjadi,O
5362,destinasi,O
5362,wisata,O
5362,favorit,O
5362,masyarakat,O
5362,di,O
5362,musim,O
5362,libur,B-EVT
5362,Lebaran,I-EVT
5362,2018,I-EVT
5362,.,O
5363,Meski,O
5363,hari,O
5363,ini,O
5363,sebagian,O
5363,orang,O
5363,sudah,O
5363,kembali,O
5363,melaksanakan,O
5363,aktivitas,O
5363,kerja,O
5363,",",O
5363,ribuan,O
5363,orang,O
5363,masih,O
5363,memadati,O
5363,Taman,B-LOC
5363,Air,I-LOC
5363,Sabda,I-LOC
5363,Alam,I-LOC
5363,sensasi,O
5363,kolam,O
5363,ombak,O
5363,buatan,O
5363,.,O
5364,Dari,O
5364,pantauan,O
5364,Tribun,B-ORG
5364,Jabar,I-ORG
5364,",",O
5364,Kamis,B-DAT
5364,(,I-DAT
5364,21,I-DAT
5364,/,I-DAT
5364,6,I-DAT
5364,/,I-DAT
5364,2018,I-DAT
5364,),I-DAT
5364,",",O
5364,taman,O
5364,air,O
5364,yang,O
5364,berada,O
5364,di,O
5364,kawasan,O
5364,wisata,O
5364,Cipanas,B-LOC
5364,ini,O
5364,mulai,O
5364,ramai,O
5364,dikunjungi,O
5364,oleh,O
5364,wisatawan,O
5364,sejak,O
5364,pukul,O
5364,09,B-TIM
5364,.,I-TIM
5364,00,I-TIM
5364,WIB,I-TIM
5364,.,O
5365,Sebagian,O
5365,besar,O
5365,pengunjung,O
5365,yang,O
5365,berdatangan,O
5365,ke,O
5365,wisata,O
5365,ini,O
5365,berasal,O
5365,dari,O
5365,sejumlah,O
5365,daerah,O
5365,",",O
5365,yakni,O
5365,Bandung,B-GPE
5365,",",O
5365,Garut,B-GPE
5365,",",O
5365,Jakarta,B-GPE
5365,",",O
5365,dan,O
5365,Tasikmalaya,B-GPE
5365,.,O
5366,Salah,O
5366,seorang,B-CRD
5366,pengunjung,I-CRD
5366,asal,O
5366,Bandung,B-GPE
5366,",",O
5366,Ahmad,B-PER
5366,Bagja,I-PER
5366,(,O
5366,39,B-CRD
5366,),O
5366,",",O
5366,mengatakan,O
5366,",",O
5366,dirinya,O
5366,sengaja,O
5366,datang,O
5366,ke,O
5366,lokasi,O
5366,taman,O
5366,air,O
5366,karena,O
5366,desakan,O
5366,sang,O
5366,anak,O
5366,yang,O
5366,melihat,O
5366,keberadaan,O
5366,kolam,O
5366,ombak,O
5366,buatan,O
5366,di,O
5366,media,O
5366,sosial,O
5366,.,O
5367,"""",O
5367,Anak,O
5367,saya,O
5367,lihat,O
5367,di,O
5367,instagram,B-PRD
5367,",",O
5367,terus,O
5367,memaksa,O
5367,saya,O
5367,untuk,O
5367,pergi,O
5367,ke,O
5367,sini,O
5367,",",O
5367,"""",O
5367,kata,O
5367,Bagja,B-PER
5367,di,O
5367,Taman,B-LOC
5367,Air,I-LOC
5367,Sabda,I-LOC
5367,Alam,I-LOC
5367,",",O
5367,Kamis,B-CRD
5367,(,I-DAT
5367,21,I-DAT
5367,/,I-DAT
5367,6,I-DAT
5367,/,I-DAT
5367,2018,I-DAT
5367,),I-DAT
5367,.,O
5368,Bagja,B-PER
5368,mengatakan,O
5368,",",O
5368,kolam,O
5368,ombak,O
5368,buatan,O
5368,tersebut,O
5368,menurutnya,O
5368,adalah,O
5368,sebuah,O
5368,inovasi,O
5368,bagus,O
5368,yang,O
5368,diluncurkan,O
5368,oleh,O
5368,pengelola,O
5368,agar,O
5368,dapat,O
5368,memanjakan,O
5368,pengunjung,O
5368,.,O
5369,"""",O
5369,Beberapa,O
5369,bulan,O
5369,lalu,O
5369,ke,O
5369,Sabda,B-LOC
5369,Alam,I-LOC
5369,itu,O
5369,biasa,O
5369,saja,O
5369,",",O
5369,tidak,O
5369,menarik,O
5369,",",O
5369,"""",O
5369,katanya,O
5369,.,O
5370,Selain,O
5370,Bagja,B-PER
5370,",",O
5370,Gilang,B-PER
5370,Pratama,I-PER
5370,(,O
5370,28,B-CRD
5370,),O
5370,",",O
5370,pengunjung,O
5370,asal,O
5370,Garut,B-GPE
5370,",",O
5370,menyebutkan,O
5370,",",O
5370,adanya,O
5370,kolam,O
5370,ombak,O
5370,buatan,O
5370,di,O
5370,wilayah,O
5370,perkotaan,O
5370,Garut,B-GPE
5370,",",O
5370,membuatanya,O
5370,dirinya,O
5370,tak,O
5370,perlu,O
5370,jauh,O
5370,-,O
5370,jauh,O
5370,untuk,O
5370,pergi,O
5370,ke,O
5370,Garut,B-GPE
5370,Selatan,I-GPE
5370,.,O
5371,Dari,O
5371,informasi,O
5371,",",O
5371,selama,O
5371,libur,B-EVT
5371,Lebaran,I-EVT
5371,2018,I-EVT
5371,",",O
5371,harga,O
5371,tiket,O
5371,masuk,O
5371,Taman,B-LOC
5371,Air,I-LOC
5371,Sabda,I-LOC
5371,Alam,I-LOC
5371,yaitu,O
5371,Rp,B-MON
5371,50,I-MON
5371,ribu,I-MON
5371,",",O
5371,sedangkan,O
5371,untuk,O
5371,hari,O
5371,biasa,O
5371,Rp,B-MON
5371,40,I-MON
5371,ribu,I-MON
5371,.,O
5372,Meski,O
5372,Sudah,O
5372,Arus,O
5372,Balik,O
5372,",",O
5372,Kawasan,B-LOC
5372,Wisata,I-LOC
5372,Punclut,I-LOC
5372,Masih,O
5372,Ramai,O
5372,Dikunjungi,O
5372,Ribuan,O
5372,Wisatawan,O
5373,TRIBUNJABAR,B-ORG
5373,.,I-ORG
5373,ID,I-CRD
5373,",",O
5373,BANDUNG,B-GPE
5373,-,O
5373,Walaupun,O
5373,libur,B-EVT
5373,lebaran,I-EVT
5373,sudah,O
5373,memasuki,O
5373,puncak,O
5373,arus,O
5373,balik,O
5373,",",O
5373,namun,O
5373,kawasan,B-LOC
5373,wisata,I-LOC
5373,Punclut,I-LOC
5373,masih,O
5373,dipenuhi,O
5373,ribuan,O
5373,wisatawan,O
5373,.,O
5374,Kawasan,B-LOC
5374,Wisata,I-LOC
5374,Punclut,I-LOC
5374,Pagermaneuh,I-LOC
5374,semakin,O
5374,ramai,O
5374,dikunjungi,O
5374,.,O
5375,Bahkan,O
5375,",",O
5375,kawasan,B-LOC
5375,wisata,I-LOC
5375,Punclut,I-LOC
5375,seringkali,O
5375,menjadi,O
5375,perbincangan,O
5375,di,O
5375,media,O
5375,sosial,O
5375,karena,O
5375,berhasil,O
5375,membuat,O
5375,netizen,O
5375,penasaran,O
5375,.,O
5376,Selama,O
5376,akhir,O
5376,pekan,O
5376,",",O
5376,daerah,O
5376,Punclut,B-LOC
5376,kini,O
5376,mulai,O
5376,ramai,O
5376,dan,O
5376,banyak,O
5376,dikunjungi,O
5376,wisatawan,O
5376,.,O
5377,Begitu,O
5377,pula,O
5377,di,O
5377,hari,O
5377,libur,B-EVT
5377,lebaran,I-EVT
5377,",",O
5377,banyak,O
5377,warga,O
5377,Bandung,B-GPE
5377,dan,O
5377,wisawatan,O
5377,yang,O
5377,mengunjungi,O
5377,kawasan,O
5377,wisata,O
5377,ini,O
5377,bersama,O
5377,keluarga,O
5377,.,O
5378,Pantauan,O
5378,Tribun,B-ORG
5378,Jabar,I-ORG
5378,",",O
5378,Selasa,B-DAT
5378,(,I-DAT
5378,19,I-DAT
5378,/,I-DAT
5378,6,I-DAT
5378,/,I-DAT
5378,2018,I-DAT
5378,),I-DAT
5378,",",O
5378,kawasan,B-LOC
5378,wisata,I-LOC
5378,Punclut,I-LOC
5378,tampak,O
5378,ramai,O
5378,oleh,O
5378,ribuan,O
5378,orang,O
5378,.,O
5379,Kolam,O
5379,Air,O
5379,Terapi,O
5379,dan,O
5379,Cottage,O
5379,Keluarga,O
5379,Ini,O
5379,Jadi,O
5379,Favorit,O
5379,Wisatawan,O
5379,saat,O
5379,Libur,B-EVT
5379,Lebaran,I-EVT
5380,TRIBUNJABAR,B-ORG
5380,.,I-ORG
5380,ID,I-ORG
5380,",",O
5380,GARUT,B-GPE
5380,-,O
5380,Kolam,O
5380,air,O
5380,terapi,O
5380,dan,O
5380,cottage,O
5380,keluarga,O
5380,di,O
5380,Taman,B-LOC
5380,Wisata,I-LOC
5380,Alam,I-LOC
5380,Gunung,I-LOC
5380,Papandayan,I-LOC
5380,menjadi,O
5380,daya,O
5380,tarik,O
5380,bagi,O
5380,wisatawan,O
5380,di,O
5380,libur,B-EVT
5380,Lebaran,I-EVT
5380,2018,I-EVT
5380,.,O
5381,Rani,B-PER
5381,(,O
5381,40,B-CRD
5381,),O
5381,",",O
5381,pengunjung,O
5381,asal,O
5381,Sukabumi,B-GPE
5381,",",O
5381,menyebutkan,O
5381,",",O
5381,selain,O
5381,di,O
5381,Cipanas,B-LOC
5381,dan,O
5381,Kawasan,B-LOC
5381,Wisata,I-LOC
5381,Darajat,I-LOC
5381,",",O
5381,ternyata,O
5381,di,O
5381,Kabupaten,B-GPE
5381,Garut,I-GPE
5381,ada,O
5381,kolam,O
5381,air,O
5381,terapi,O
5381,di,O
5381,Gunung,B-LOC
5381,Papandayan,I-LOC
5381,.,O
5382,"""",O
5382,Saya,O
5382,kira,O
5382,di,O
5382,Papandayan,B-LOC
5382,cuma,O
5382,bisa,O
5382,berkemah,O
5382,saja,O
5382,",",O
5382,"""",O
5382,kata,O
5382,Rani,B-PER
5382,di,O
5382,TWA,B-LOC
5382,Gunung,I-LOC
5382,Papandayan,I-LOC
5382,",",O
5382,Kecamatan,B-GPE
5382,Cisurupan,I-GPE
5382,",",O
5382,Kabupaten,B-GPE
5382,Garut,I-GPE
5382,",",O
5382,Selasa,B-DAT
5382,(,I-DAT
5382,19,I-DAT
5382,/,I-DAT
5382,6,I-DAT
5382,/,I-DAT
5382,2018,I-DAT
5382,),I-DAT
5382,.,O
5383,Selain,O
5383,itu,O
5383,",",O
5383,Rani,B-PER
5383,mengatakan,O
5383,",",O
5383,kondisi,O
5383,kolam,O
5383,air,O
5383,terapi,O
5383,di,O
5383,sini,O
5383,pun,O
5383,terbilang,O
5383,cukup,O
5383,bersih,O
5383,dan,O
5383,tidak,O
5383,begitu,O
5383,padat,O
5383,dibandingkan,O
5383,wisata,O
5383,lainyya,O
5383,.,O
5384,Pengunjung,O
5384,lainnya,O
5384,",",O
5384,Asep,B-PER
5384,(,O
5384,42,B-CRD
5384,),O
5384,",",O
5384,mengatakan,O
5384,",",O
5384,dirinya,O
5384,",",O
5384,tertarik,O
5384,dengan,O
5384,cottage,O
5384,keluarga,O
5384,yang,O
5384,berada,O
5384,di,O
5384,kawasan,O
5384,Taman,B-LOC
5384,Wisata,I-LOC
5384,Alam,I-LOC
5384,Gunung,I-LOC
5384,Papandayan,I-LOC
5384,.,O
5385,Ini,O
5385,yang,O
5385,Jadi,O
5385,Favorit,O
5385,Orang,O
5385,Tua,O
5385,di,O
5385,Taman,B-LOC
5385,Satwa,I-LOC
5385,Cikembulan,B-LOC
5385,",",O
5385,Bikin,O
5385,Rileks,O
5385,Setelah,O
5385,Terjebak,O
5385,Macet,O
5385,!,O
5386,TRIBUNJABAR,B-ORG
5386,.,I-ORG
5386,ID,I-ORG
5386,",",O
5386,GARUT,B-GPE
5386,-,O
5386,Selain,O
5386,melihat,O
5386,ratusan,O
5386,spesies,O
5386,hewan,O
5386,",",O
5386,terapi,O
5386,ikan,O
5386,di,O
5386,Taman,B-LOC
5386,Satwa,I-LOC
5386,Cikembulan,I-LOC
5386,",",O
5386,Kecamatan,B-GPE
5386,Kadungora,I-GPE
5386,",",O
5386,Kabupaten,B-GPE
5386,Garut,I-GPE
5386,",",O
5386,menjadi,O
5386,daya,O
5386,tarik,O
5386,bagi,O
5386,pengunjung,O
5386,",",O
5386,terutama,O
5386,para,O
5386,orang,O
5386,tua,O
5386,.,O
5387,Salah,O
5387,seorang,O
5387,pengunjung,O
5387,",",O
5387,Muhamad,B-PER
5387,Radiansyah,I-PER
5387,(,O
5387,35,B-CRD
5387,),O
5387,",",O
5387,mengatakan,O
5387,",",O
5387,dirinya,O
5387,tak,O
5387,sengaja,O
5387,datang,O
5387,ke,O
5387,Taman,B-LOC
5387,Satwa,I-LOC
5387,Cikembulan,I-LOC
5387,karena,O
5387,terjebak,O
5387,sistem,O
5387,satu,B-CRD
5387,arah,O
5387,di,O
5387,jalur,O
5387,Kadungora,B-LOC
5387,-,O
5387,Leles,B-LOC
5387,.,O
5388,"""",O
5388,Di,O
5388,Kadungora,B-LOC
5388,macet,O
5388,",",O
5388,belok,O
5388,saja,O
5388,ke,O
5388,sini,O
5388,.,O
5389,Karena,O
5389,anak,O
5389,-,O
5389,anak,O
5389,mau,O
5389,juga,O
5389,",",O
5389,"""",O
5389,kata,O
5389,Radiansyah,B-PER
5389,di,O
5389,Taman,B-LOC
5389,Satwa,I-LOC
5389,Cikembulan,I-LOC
5389,",",O
5389,Rabu,B-DAT
5389,(,I-DAT
5389,20,I-DAT
5389,/,I-DAT
5389,6,I-DAT
5389,/,I-DAT
5389,2018,I-DAT
5389,),I-DAT
5390,Pengelola,B-ORG
5390,Taman,I-ORG
5390,Satwa,I-ORG
5390,Cikembulan,I-ORG
5390,",",O
5390,Rudy,B-PER
5390,Arifin,I-PER
5390,",",O
5390,mengatakan,O
5390,",",O
5390,kolam,O
5390,air,O
5390,terapi,O
5390,tersebut,O
5390,di,O
5390,dalamnya,O
5390,terdapat,O
5390,ikan,O
5390,garra,O
5390,rufa,O
5390,yang,O
5390,memakam,O
5390,sel,O
5390,kulit,O
5390,mati,O
5390,di,O
5390,kaki,O
5390,.,O
5391,Panorama,O
5391,Wisata,O
5391,Alam,O
5391,Situ,B-LOC
5391,Cisanti,I-LOC
5391,",",O
5391,Ini,O
5391,3,B-CRD
5391,Spot,O
5391,yang,O
5391,Cocok,O
5391,Untuk,O
5391,Spot,O
5391,Foto,O
5391,',O
5391,Instagramable,O
5391,',O
5391,!,O
5392,TRIBUNJABAR,B-ORG
5392,.,I-ORG
5392,ID,I-ORG
5392,",",O
5392,BANDUNG,B-GPE
5392,-,O
5392,Wisata,O
5392,alam,O
5392,di,O
5392,Bandung,B-GPE
5392,terkenal,O
5392,memiliki,O
5392,pemandangan,O
5392,indah,O
5392,.,O
5393,Salah,O
5393,satu,O
5393,wisata,O
5393,alam,O
5393,tersebut,O
5393,adalah,O
5393,Situ,B-LOC
5393,Cisanti,I-LOC
5393,",",O
5393,yang,O
5393,letaknya,O
5393,berada,O
5393,di,O
5393,Desa,B-GPE
5393,Cibeureum,I-GPE
5393,",",O
5393,Kertasari,B-GPE
5393,",",O
5393,Kabupaten,B-GPE
5393,Bandung,I-GPE
5393,.,O
5394,Situ,B-LOC
5394,Cisanti,I-LOC
5394,berjarak,O
5394,sekira,B-QTY
5394,60,I-QTY
5394,kilometer,I-QTY
5394,dari,O
5394,Kota,B-GPE
5394,Bandung,I-GPE
5394,",",O
5394,lama,O
5394,perjalanan,O
5394,dari,O
5394,Kota,B-GPE
5394,Bandung,I-GPE
5394,",",O
5394,bila,O
5394,lalu,O
5394,lintas,O
5394,lancar,O
5394,",",O
5394,sekitar,B-QTY
5394,dua,I-QTY
5394,jam,I-QTY
5394,menggunakan,O
5394,motor,O
5394,atau,O
5394,mobil,O
5394,.,O
5395,Ada,O
5395,dua,B-CRD
5395,rute,O
5395,yang,O
5395,bisa,O
5395,kalian,O
5395,tempuh,O
5395,menuju,O
5395,wisata,O
5395,Situ,B-LOC
5395,Cisanti,I-LOC
5395,.,O
5396,Rute,O
5396,pertama,B-ORD
5396,",",O
5396,Bandung,B-GPE
5396,-,O
5396,Banjaran,B-GPE
5396,-,O
5396,Pangalengan,B-GPE
5396,",",O
5396,di,O
5396,Pangalengan,B-GPE
5396,",",O
5396,kalian,O
5396,akan,O
5396,melewati,O
5396,perkebunan,B-LOC
5396,teh,I-LOC
5396,Malabar,I-LOC
5396,",",O
5396,ketika,O
5396,sudah,O
5396,sampai,O
5396,di,O
5396,perkotaannya,O
5396,",",O
5396,belok,O
5396,ke,O
5396,kiri,O
5396,lewat,O
5396,KPBS,B-LOC
5396,Pangalengan,I-LOC
5396,.,O
5397,Sekitar,B-QTY
5397,satu,I-QTY
5397,jam,I-QTY
5397,dari,O
5397,situ,O
5397,",",O
5397,nanti,O
5397,menemukan,O
5397,Situ,B-LOC
5397,Cisanti,I-LOC
5397,.,O
5398,Rute,O
5398,kedua,B-ORD
5398,",",O
5398,Bandung,B-GPE
5398,-,O
5398,Ciparay,B-GPE
5398,-,O
5398,Pacet,B-GPE
5398,-,O
5398,Kertasari,B-GPE
5398,",",O
5398,jalur,O
5398,ini,O
5398,lebih,O
5398,cepat,O
5398,",",O
5398,tapi,O
5398,jalannya,O
5398,banyak,O
5398,tanjakan,O
5398,dan,O
5398,harus,O
5398,berhati,O
5398,-,O
5398,hati,O
5398,.,O
5399,Situ,B-LOC
5399,Cisanti,I-LOC
5399,memiliki,O
5399,tiga,B-CRD
5399,spot,O
5399,yang,O
5399,paling,O
5399,unik,O
5399,bagi,O
5399,para,O
5399,penggemar,O
5399,instagram,B-PRD
5399,ataupun,O
5399,para,O
5399,traveler,O
5399,.,O
5400,1,B-ORD
5400,.,O
5401,Dermaga,B-LOC
5401,Perahu,I-LOC
5401,Ketika,O
5401,memasuki,O
5401,kawasan,O
5401,situ,O
5401,dan,O
5401,mengikuti,O
5401,anak,O
5401,tangga,O
5401,",",O
5401,beberapa,O
5401,pagar,O
5401,pembatasan,O
5401,situ,O
5401,dicat,O
5401,berwarna,O
5401,-,O
5401,warni,O
5401,",",O
5401,tidak,O
5401,jauh,O
5401,dari,O
5401,sana,O
5401,akan,O
5401,menemukan,O
